Junction ID,Security Control ID,NIST Control ID,DISA Control ID,CCI ID,Type
1998,PM-09-00,PM-9,PM-9 c,CCI-002995,Policy
1999,PM-12-00,PM-12,PM-12,CCI-002996,Policy
2000,PM-13-00,PM-13,PM-13,CCI-002997,Policy
2001,PM-14-00,PM-14,PM-14 a 1,CCI-002998,Policy
2002,PM-14-00,PM-14,PM-14 a 1,CCI-002999,Policy
2003,PM-14-00,PM-14,PM-14 a 1,CCI-003000,Policy
2004,PM-14-00,PM-14,PM-14 a 1,CCI-003001,Policy
2005,PM-14-00,PM-14,PM-14 a 1,CCI-003002,Policy
2006,PM-14-00,PM-14,PM-14 a 1,CCI-003003,Policy
2007,PM-14-00,PM-14,PM-14 a 2,CCI-003004,Policy
2008,PM-14-00,PM-14,PM-14 a 2,CCI-003005,Policy
2009,PM-14-00,PM-14,PM-14 a 2,CCI-003006,Policy
2010,PM-14-00,PM-14,PM-14 b,CCI-003007,Policy
2011,PM-14-00,PM-14,PM-14 b,CCI-003008,Policy
2012,PM-14-00,PM-14,PM-14 b,CCI-003009,Policy
2013,PM-15-00,PM-15,PM-15 a,CCI-003010,Policy
2014,PM-15-00,PM-15,PM-15 b,CCI-003011,Policy
2015,PM-15-00,PM-15,PM-15 c,CCI-003012,Policy
2016,PM-16-00,PM-16,PM-16,CCI-003013,Policy
2017,AC-03-03,AC-3(3),AC-3 (3),CCI-003014,Technical
2018,AC-03-03,AC-3(3),AC-3 (3) (c),CCI-003015,Policy
2019,PS-01-00,PS-1,PS-1 a 1,CCI-003017,Policy
2020,PS-01-00,PS-1,PS-1 a 2,CCI-003018,Policy
2021,PS-03-03,PS-3(3),PS-3 (3) (a),CCI-003019,Policy
2022,PS-03-03,PS-3(3),PS-3 (3) (b),CCI-003020,Policy
2023,PS-03-03,PS-3(3),PS-3 (3) (b),CCI-003021,Policy
2024,PS-04-00,PS-4,PS-4 a,CCI-003022,Policy
2025,PS-04-00,PS-4,PS-4 b,CCI-003023,Policy
2026,PS-04-00,PS-4,PS-4 c,CCI-003024,Policy
2027,PS-04-01,PS-4(1),PS-4 (1) (a),CCI-003027,Policy
2028,PS-04-01,PS-4(1),PS-4 (1) (b),CCI-003028,Policy
2029,PS-04-02,PS-4(2),PS-4 (2),CCI-003029,Policy
2030,PS-04-02,PS-4(2),PS-4 (2),CCI-003030,Policy
2031,PS-05-00,PS-5,PS-5 c,CCI-003031,Policy
2032,PS-05-00,PS-5,PS-5 d,CCI-003032,Policy
2033,PS-05-00,PS-5,PS-5 d,CCI-003033,Policy
2034,PS-05-00,PS-5,PS-5 d,CCI-003034,Policy
2035,PS-06-00,PS-6,PS-6 a,CCI-003035,Policy
2036,PS-06-03,PS-6(3),PS-6 (3) (a),CCI-003038,Policy
2037,PS-06-03,PS-6(3),PS-6 (3) (b),CCI-003039,Policy
2038,PS-07-00,PS-7,PS-7 d,CCI-003041,Policy
2039,PS-07-00,PS-7,PS-7 d,CCI-003042,Policy
2040,PS-07-00,PS-7,PS-7 d,CCI-003043,Policy
2041,PS-08-00,PS-8,PS-8 b,CCI-003044,Policy
2042,PS-08-00,PS-8,PS-8 b,CCI-003045,Policy
2043,PS-08-00,PS-8,PS-8 b,CCI-003046,Policy
2044,PL-01-00,PL-1,PL-1 a 1 (a),CCI-003047,Policy
2045,PL-01-00,PL-1,PL-1 a 2,CCI-003048,Policy
2046,PL-02-00,PL-2,PL-2 a,CCI-003049,Policy
2047,PL-02-00,PL-2,PL-2 a 1,CCI-003050,Policy
2048,PL-02-00,PL-2,PL-2 a 2,CCI-003051,Policy
2049,PL-02-00,PL-2,PL-2 a 3,CCI-003052,Policy
2050,PL-02-00,PL-2,PL-2 a 6,CCI-003053,Policy
2051,PL-02-00,PL-2,PL-2 a 9,CCI-003054,Policy
2052,PL-02-00,PL-2,PL-2 a 10,CCI-003055,Policy
2053,PL-02-00,PL-2,PL-2 a 11,CCI-003056,Policy
2054,PL-02-00,PL-2,PL-2 a 12,CCI-003057,Policy
2055,PL-02-00,PL-2,PL-2 b,CCI-003059,Policy
2056,PL-02-00,PL-2,PL-2 b,CCI-003060,Policy
2057,PL-02-00,PL-2,PL-2 b,CCI-003061,Policy
2058,PL-02-00,PL-2,PL-2 b,CCI-003062,Policy
2059,PL-02-00,PL-2,PL-2 e,CCI-003063,Policy
2060,PL-02-00,PL-2,PL-2 e,CCI-003064,Policy
2061,PL-04-00,PL-4,PL-4 c,CCI-003068,Policy
2062,PL-04-00,PL-4,PL-4 c,CCI-003069,Policy
2063,PL-04-00,PL-4,PL-4 d,CCI-003070,Policy
2064,PL-07-00,PL-7,PL-7 a,CCI-003071,Policy
2065,PL-08-00,PL-8,PL-8 a,CCI-003072,Policy
2066,PL-08-00,PL-8,PL-8 a 1,CCI-003073,Policy
2067,PL-08-00,PL-8,PL-8 a 3,CCI-003074,Policy
2068,PL-08-00,PL-8,PL-8 a 4,CCI-003075,Policy
2069,PL-08-00,PL-8,PL-8 b,CCI-003076,Policy
2070,PL-08-00,PL-8,PL-8 b,CCI-003077,Policy
2071,PL-08-00,PL-8,PL-8 c,CCI-003078,Policy
2072,PL-08-00,PL-8,PL-8 c,CCI-003079,Policy
2073,PL-08-00,PL-8,PL-8 c,CCI-003080,Policy
2074,PL-08-01,PL-8(1),PL-8 (1) (a),CCI-003081,Policy
2075,PL-08-01,PL-8(1),PL-8 (1) (a),CCI-003082,Policy
2076,PL-08-01,PL-8(1),PL-8 (1) (a),CCI-003083,Policy
2077,PL-08-01,PL-8(1),PL-8 (1) (a),CCI-003084,Policy
2078,PL-08-01,PL-8(1),PL-8 (1) (a),CCI-003085,Policy
2079,PL-08-01,PL-8(1),PL-8 (1) (a),CCI-003086,Policy
2080,PL-08-01,PL-8(1),PL-8 (1) (b),CCI-003087,Policy
2081,PL-08-02,PL-8(2),PL-8 (2),CCI-003088,Policy
2082,SA-01-00,SA-1,SA-1 a 1 (a),CCI-003089,Policy
2083,SA-01-00,SA-1,SA-1 a 2,CCI-003090,Policy
2084,SA-02-00,SA-2,SA-2 a,CCI-003091,Policy
2085,SA-03-00,SA-3,SA-3 a,CCI-003092,Policy
2086,SA-03-00,SA-3,SA-3 d,CCI-003093,Policy
2087,SA-04-00,SA-4,SA-4 a,CCI-003094,Policy
2088,SA-04-00,SA-4,SA-4 b,CCI-003095,Policy
2089,SA-04-00,SA-4,SA-4 c,CCI-003096,Policy
2090,SA-04-00,SA-4,SA-4 e,CCI-003097,Policy
2091,SA-04-00,SA-4,SA-4 f,CCI-003098,Policy
2092,SA-04-00,SA-4,SA-4 g,CCI-003099,Policy
2093,SA-04-00,SA-4,SA-4 i,CCI-003100,Policy
2094,SA-04-02,SA-4(2),SA-4 (2),CCI-003101,Policy
2095,SA-04-02,SA-4(2),SA-4 (2),CCI-003102,Policy
2096,SA-04-02,SA-4(2),SA-4 (2),CCI-003103,Policy
2097,SA-04-02,SA-4(2),SA-4 (2),CCI-003104,Policy
2098,SA-04-02,SA-4(2),SA-4 (2),CCI-003105,Policy
2099,SA-04-02,SA-4(2),SA-4 (2),CCI-003106,Policy
2100,SA-04-05,SA-4(5),SA-4 (5) (a),CCI-003109,Policy
2101,SA-04-05,SA-4(5),SA-4 (5) (a),CCI-003110,Policy
2102,SA-04-05,SA-4(5),SA-4 (5) (b),CCI-003111,Policy
2103,SA-04-08,SA-4(8),SA-4 (8),CCI-003112,Policy
2104,SA-04-09,SA-4(9),SA-4 (9),CCI-003114,Policy
2105,SA-04-10,SA-4(10),SA-4 (10),CCI-003116,Policy
2106,PL-09-00,PL-9,PL-9,CCI-003117,Policy
2107,PL-09-00,PL-9,PL-9,CCI-003118,Policy
2108,RA-06-00,RA-6,RA-6,CCI-003119,Policy
2109,RA-06-00,RA-6,RA-6,CCI-003120,Policy
2110,RA-06-00,RA-6,RA-6,CCI-003121,Policy
2111,RA-06-00,RA-6,RA-6,CCI-003122,Policy
2112,MA-04-06,MA-4(6),MA-4 (6),CCI-003123,Technical
2113,SA-05-00,SA-5,SA-5 a 1,CCI-003124,Policy
2114,SA-05-00,SA-5,SA-5 a 1,CCI-003125,Policy
2115,SA-05-00,SA-5,SA-5 a 1,CCI-003126,Policy
2116,SA-05-00,SA-5,SA-5 a 2,CCI-003127,Policy
2117,SA-05-00,SA-5,SA-5 a 3,CCI-003128,Policy
2118,SA-05-00,SA-5,SA-5 b 1,CCI-003129,Policy
2119,SA-05-00,SA-5,SA-5 b 2,CCI-003130,Policy
2120,SA-05-00,SA-5,SA-5 b 3,CCI-003131,Policy
2121,SA-05-00,SA-5,SA-5 c,CCI-003132,Policy
2122,SA-05-00,SA-5,SA-5 c,CCI-003133,Policy
2123,SA-05-00,SA-5,SA-5 d,CCI-003135,Policy
2124,SA-05-00,SA-5,SA-5 d,CCI-003136,Policy
2125,SA-09-00,SA-9,SA-9 c,CCI-003138,Policy
2126,SA-09-00,SA-9,SA-9 c,CCI-003139,Policy
2127,SA-09-01,SA-9(1),SA-9 (1) (a),CCI-003140,Policy
2128,SA-09-01,SA-9(1),SA-9 (1) (b),CCI-003141,Policy
2129,SA-09-01,SA-9(1),SA-9 (1) (b),CCI-003142,Policy
2130,SA-09-02,SA-9(2),SA-9 (2),CCI-003143,Policy
2131,SA-09-02,SA-9(2),SA-9 (2),CCI-003144,Policy
2132,SA-09-03,SA-9(3),SA-9 (3),CCI-003145,Policy
2133,SA-09-03,SA-9(3),SA-9 (3),CCI-003146,Policy
2134,SA-09-03,SA-9(3),SA-9 (3),CCI-003147,Policy
2135,SA-09-03,SA-9(3),SA-9 (3),CCI-003148,Policy
2136,SA-09-04,SA-9(4),SA-9 (4),CCI-003149,Policy
2137,SA-09-04,SA-9(4),SA-9 (4),CCI-003150,Policy
2138,SA-09-04,SA-9(4),SA-9 (4),CCI-003151,Policy
2139,SA-09-05,SA-9(5),SA-9 (5),CCI-003152,Policy
2140,SA-09-05,SA-9(5),SA-9 (5),CCI-003153,Policy
2141,SA-09-05,SA-9(5),SA-9 (5),CCI-003154,Policy
2142,SA-10-00,SA-10,SA-10 a,CCI-003155,Policy
2143,SA-10-00,SA-10,SA-10 b,CCI-003156,Policy
2144,SA-10-00,SA-10,SA-10 b,CCI-003157,Policy
2145,SA-10-00,SA-10,SA-10 b,CCI-003158,Policy
2146,SA-10-00,SA-10,SA-10 b,CCI-003159,Policy
2147,SA-10-00,SA-10,SA-10 d,CCI-003160,Policy
2148,SA-10-00,SA-10,SA-10 e,CCI-003161,Policy
2149,SA-10-00,SA-10,SA-10 e,CCI-003162,Policy
2150,SA-10-00,SA-10,SA-10 e,CCI-003163,Policy
2151,SA-10-00,SA-10,SA-10 e,CCI-003164,Policy
2152,SA-10-03,SA-10(3),SA-10 (3),CCI-003165,Policy
2153,SA-10-04,SA-10(4),SA-10 (4),CCI-003166,Policy
2154,SA-10-04,SA-10(4),SA-10 (4),CCI-003167,Policy
2155,SA-10-04,SA-10(4),SA-10 (4),CCI-003168,Policy
2156,SA-10-05,SA-10(5),SA-10 (5),CCI-003169,Policy
2157,SA-10-06,SA-10(6),SA-10 (6),CCI-003170,Policy
2158,SA-11-00,SA-11,SA-11 a,CCI-003171,Policy
2159,SA-11-00,SA-11,SA-11 a,CCI-003172,Policy
2160,SA-11-00,SA-11,SA-11 b,CCI-003173,Policy
2161,SA-11-00,SA-11,SA-11 b,CCI-003174,Policy
2162,SA-11-00,SA-11,SA-11 c,CCI-003175,Policy
2163,SA-11-00,SA-11,SA-11 c,CCI-003176,Policy
2164,SA-11-00,SA-11,SA-11 d,CCI-003177,Policy
2165,SA-11-00,SA-11,SA-11 e,CCI-003178,Policy
2166,SA-11-01,SA-11(1),SA-11 (1),CCI-003179,Policy
2167,SA-11-01,SA-11(1),SA-11 (1),CCI-003180,Policy
2168,SA-11-02,SA-11(2),SA-11 (2),CCI-003181,Policy
2169,SA-11-02,SA-11(2),SA-11 (2),CCI-003182,Policy
2170,SA-11-03,SA-11(3),SA-11 (3) (a),CCI-003183,Policy
2171,SA-11-03,SA-11(3),SA-11 (3) (a),CCI-003184,Policy
2172,SA-11-03,SA-11(3),SA-11 (3) (a),CCI-003185,Policy
2173,SA-11-03,SA-11(3),SA-11 (3) (b),CCI-003186,Policy
2174,SA-11-04,SA-11(4),SA-11 (4),CCI-003187,Policy
2175,SA-11-04,SA-11(4),SA-11 (4),CCI-003188,Policy
2176,SA-11-04,SA-11(4),SA-11 (4),CCI-003189,Policy
2177,SA-11-05,SA-11(5),SA-11 (5) (a),CCI-003191,Policy
2178,SA-11-05,SA-11(5),SA-11 (5) (b),CCI-003192,Policy
2179,SA-11-06,SA-11(6),SA-11 (6),CCI-003193,Policy
2180,SA-11-07,SA-11(7),SA-11 (7),CCI-003194,Policy
2181,SA-11-07,SA-11(7),SA-11 (7),CCI-003195,Policy
2182,SA-11-08,SA-11(8),SA-11 (8),CCI-003196,Policy
2183,SA-11-08,SA-11(8),SA-11 (8),CCI-003197,Policy
2184,SA-15-00,SA-15,SA-15 a,CCI-003233,Policy
2185,SA-15-00,SA-15,SA-15 a 1,CCI-003234,Policy
2186,SA-15-00,SA-15,SA-15 a 2,CCI-003235,Policy
2187,SA-15-00,SA-15,SA-15 a 2,CCI-003236,Policy
2188,SA-15-00,SA-15,SA-15 a 3,CCI-003237,Policy
2189,SA-15-00,SA-15,SA-15 a 4,CCI-003238,Policy
2190,SA-15-00,SA-15,SA-15 a 4,CCI-003239,Policy
2191,SA-15-00,SA-15,SA-15 a 4,CCI-003240,Policy
2192,SA-15-00,SA-15,SA-15 b,CCI-003241,Policy
2193,SA-15-00,SA-15,SA-15 b,CCI-003242,Policy
2194,SA-15-00,SA-15,SA-15 b,CCI-003243,Policy
2195,SA-15-00,SA-15,SA-15 b,CCI-003244,Policy
2196,SA-15-00,SA-15,SA-15 b,CCI-003245,Policy
2197,SA-15-00,SA-15,SA-15 b,CCI-003246,Policy
2198,SA-15-01,SA-15(1),SA-15 (1) (a),CCI-003247,Policy
2199,SA-15-01,SA-15(1),SA-15 (1) (b),CCI-003248,Policy
2200,SA-15-01,SA-15(1),SA-15 (1) (b),CCI-003249,Policy
2201,SA-15-01,SA-15(1),SA-15 (1) (b),CCI-003250,Policy
2202,SA-15-02,SA-15(2),SA-15 (2),CCI-003251,Policy
2203,SA-15-02,SA-15(2),SA-15 (2),CCI-003252,Policy
2204,SA-15-03,SA-15(3),SA-15 (3) (b),CCI-003254,Policy
2205,SA-15-03,SA-15(3),SA-15 (3) (a),CCI-003255,Policy
2206,SA-15-05,SA-15(5),SA-15 (5),CCI-003272,Policy
2207,SA-15-05,SA-15(5),SA-15 (5),CCI-003273,Policy
2208,SA-15-06,SA-15(6),SA-15 (6),CCI-003274,Policy
2209,SA-15-07,SA-15(7),SA-15 (7) (a),CCI-003275,Policy
2210,SA-15-07,SA-15(7),SA-15 (7) (a),CCI-003276,Policy
2211,SA-15-07,SA-15(7),SA-15 (7) (b),CCI-003277,Policy
2212,SA-15-07,SA-15(7),SA-15 (7) (c),CCI-003278,Policy
2213,SA-15-07,SA-15(7),SA-15 (7) (d),CCI-003279,Policy
2214,SA-15-07,SA-15(7),SA-15 (7) (d),CCI-003280,Policy
2215,SA-15-08,SA-15(8),SA-15 (8),CCI-003281,Policy
2216,SA-15-08,SA-15(8),SA-15 (8),CCI-003282,Policy
2217,SA-15-10,SA-15(10),SA-15 (10),CCI-003289,Policy
2218,SA-15-11,SA-15(11),SA-15 (11),CCI-003290,Policy
2219,SA-16-00,SA-16,SA-16,CCI-003291,Policy
2220,SA-16-00,SA-16,SA-16,CCI-003292,Policy
2221,SA-17-00,SA-17,SA-17,CCI-003293,Policy
2222,SA-17-00,SA-17,SA-17 a,CCI-003294,Policy
2223,SA-17-00,SA-17,SA-17 b,CCI-003295,Policy
2224,SA-17-00,SA-17,SA-17 b,CCI-003296,Policy
2225,SA-17-00,SA-17,SA-17 c,CCI-003297,Policy
2226,SA-17-01,SA-17(1),SA-17 (1) (a),CCI-003298,Policy
2227,SA-17-01,SA-17(1),SA-17 (1) (a),CCI-003299,Policy
2228,SA-17-01,SA-17(1),SA-17 (1) (b),CCI-003300,Policy
2229,SA-17-02,SA-17(2),SA-17 (2) (a),CCI-003301,Policy
2230,SA-17-02,SA-17(2),SA-17 (2) (a),CCI-003303,Policy
2231,SA-17-02,SA-17(2),SA-17 (2) (a),CCI-003304,Policy
2232,SA-17-02,SA-17(2),SA-17 (2) (b),CCI-003305,Policy
2233,SA-17-02,SA-17(2),SA-17 (2) (b),CCI-003306,Policy
2234,SA-17-02,SA-17(2),SA-17 (2) (b),CCI-003307,Policy
2235,SA-17-03,SA-17(3),SA-17 (3) (a),CCI-003308,Policy
2236,SA-17-03,SA-17(3),SA-17 (3) (a),CCI-003309,Policy
2237,SA-17-03,SA-17(3),SA-17 (3) (a),CCI-003310,Policy
2238,SA-17-03,SA-17(3),SA-17 (3) (b),CCI-003311,Policy
2239,SA-17-03,SA-17(3),SA-17 (3) (c),CCI-003312,Policy
2240,SA-17-03,SA-17(3),SA-17 (3) (c),CCI-003313,Policy
2241,SA-17-03,SA-17(3),SA-17 (3) (c),CCI-003314,Policy
2242,SA-17-03,SA-17(3),SA-17 (3) (d),CCI-003315,Policy
2243,SA-17-03,SA-17(3),SA-17 (3) (d),CCI-003316,Policy
2244,SA-17-03,SA-17(3),SA-17 (3) (d),CCI-003317,Policy
2245,SA-17-03,SA-17(3),SA-17 (3) (e),CCI-003318,Policy
2246,SA-17-03,SA-17(3),SA-17 (3) (e),CCI-003319,Policy
2247,SA-17-03,SA-17(3),SA-17 (3) (e),CCI-003320,Policy
2248,SA-17-04,SA-17(4),SA-17 (4) (a),CCI-003321,Policy
2249,SA-17-04,SA-17(4),SA-17 (4) (a),CCI-003322,Policy
2250,SA-17-04,SA-17(4),SA-17 (4) (a),CCI-003323,Policy
2251,SA-17-04,SA-17(4),SA-17 (4) (b),CCI-003324,Policy
2252,SA-17-04,SA-17(4),SA-17 (4) (c),CCI-003325,Policy
2253,SA-17-04,SA-17(4),SA-17 (4) (c),CCI-003326,Policy
2254,SA-17-04,SA-17(4),SA-17 (4) (c),CCI-003327,Policy
2255,SA-17-04,SA-17(4),SA-17 (4) (d),CCI-003328,Policy
2256,SA-17-04,SA-17(4),SA-17 (4) (d),CCI-003329,Policy
2257,SA-17-04,SA-17(4),SA-17 (4) (d),CCI-003330,Policy
2258,SA-17-04,SA-17(4),SA-17 (4) (e),CCI-003331,Policy
2259,SA-17-04,SA-17(4),SA-17 (4) (e),CCI-003332,Policy
2260,SA-17-04,SA-17(4),SA-17 (4) (e),CCI-003333,Policy
2261,SA-17-05,SA-17(5),SA-17 (5) (a),CCI-003334,Policy
2262,SA-17-05,SA-17(5),SA-17 (5) (a),CCI-003335,Policy
2263,SA-17-05,SA-17(5),SA-17 (5) (a),CCI-003336,Policy
2264,SA-17-05,SA-17(5),SA-17 (5) (b),CCI-003337,Policy
2265,SA-17-05,SA-17(5),SA-17 (5) (b),CCI-003338,Policy
2266,SA-17-05,SA-17(5),SA-17 (5) (b),CCI-003339,Policy
2267,SA-17-06,SA-17(6),SA-17 (6),CCI-003340,Policy
2268,SA-17-06,SA-17(6),SA-17 (6),CCI-003341,Policy
2269,SA-17-06,SA-17(6),SA-17 (6),CCI-003342,Policy
2270,SA-17-07,SA-17(7),SA-17 (7),CCI-003343,Policy
2271,SA-17-07,SA-17(7),SA-17 (7),CCI-003344,Policy
2272,SA-17-07,SA-17(7),SA-17 (7),CCI-003345,Policy
2273,SA-22-00,SA-22,SA-22 b,CCI-003372,Policy
2274,SA-22-00,SA-22,SA-22 b,CCI-003373,Policy
2275,SA-22-00,SA-22,SA-22 a,CCI-003376,Policy
2276,SA-21-00,SA-21,SA-21 b,CCI-003381,Policy
2277,SA-21-00,SA-21,SA-21 b,CCI-003382,Policy
2278,SA-21-00,SA-21,SA-21 a,CCI-003383,Policy
2279,SA-21-00,SA-21,SA-21,CCI-003384,Policy
2280,SA-21-00,SA-21,SA-21 a,CCI-003385,Policy
2281,SA-20-00,SA-20,SA-20,CCI-003386,Policy
2282,SA-20-00,SA-20,SA-20,CCI-003387,Policy
2283,AC-01-00,AC-1,AC-1 a 1 (b),CCI-003601,Policy
2284,AC-01-00,AC-1,AC-1 a 1 (a),CCI-003602,Policy
2285,AC-01-00,AC-1,AC-1 a 1 (b),CCI-003603,Policy
2286,AC-01-00,AC-1,AC-1 a 2,CCI-003604,Policy
2287,AC-01-00,AC-1,AC-1 b,CCI-003605,Policy
2288,AC-01-00,AC-1,AC-1 b,CCI-003606,Policy
2289,AC-01-00,AC-1,AC-1 b,CCI-003607,Policy
2290,AC-01-00,AC-1,AC-1 c 1,CCI-003608,Policy
2291,AC-01-00,AC-1,AC-1 c 1,CCI-003609,Policy
2292,AC-01-00,AC-1,AC-1 c 2,CCI-003610,Policy
2293,AC-01-00,AC-1,AC-1 c 2,CCI-003611,Policy
2294,AC-02-00,AC-2,AC-2 a,CCI-003612,Policy
2295,AC-02-00,AC-2,AC-2 c,CCI-003613,Policy
2296,AC-02-00,AC-2,AC-2 c,CCI-003614,Policy
2297,AC-02-00,AC-2,AC-2 c,CCI-003615,Policy
2298,AC-02-00,AC-2,AC-2 d 3,CCI-003616,Policy
2299,AC-02-00,AC-2,AC-2 f,CCI-003617,Policy
2300,AC-02-00,AC-2,AC-2 f,CCI-003618,Policy
2301,AC-02-00,AC-2,AC-2 f,CCI-003619,Policy
2302,AC-02-00,AC-2,AC-2 f,CCI-003620,Policy
2303,AC-02-00,AC-2,AC-2 f,CCI-003621,Policy
2304,AC-02-00,AC-2,AC-2 f,CCI-003622,Policy
2305,AC-02-00,AC-2,AC-2 h,CCI-003623,Policy
2306,AC-02-00,AC-2,AC-2 h,CCI-003624,Policy
2307,AC-02-00,AC-2,AC-2 i 3,CCI-003625,Policy
2308,AC-02-00,AC-2,AC-2 l,CCI-003626,Policy
2309,AC-02-03,AC-2(3),AC-2 (3) (a),CCI-003627,Technical
2310,AC-02-03,AC-2(3),AC-2 (3) (b),CCI-003628,Technical
2311,AC-02-03,AC-2(3),AC-2 (3) (c),CCI-003629,Technical
2312,AC-02-07,AC-2(7),AC-2 (7) (c),CCI-003630,Policy
2313,AC-02-08,AC-2(8),AC-2 (8),CCI-003631,Technical
2314,AC-02-08,AC-2(8),AC-2 (8),CCI-003632,Technical
2315,AC-02-08,AC-2(8),AC-2 (8),CCI-003633,Technical
2316,AC-02-08,AC-2(8),AC-2 (8),CCI-003634,Technical
2317,AC-02-08,AC-2(8),AC-2 (8),CCI-003635,Technical
2318,AC-02-08,AC-2(8),AC-2 (8),CCI-003636,Technical
2319,AC-02-13,AC-2(13),AC-2 (13),CCI-003637,Policy
2320,AC-03-04,AC-3(4),AC-3 (4) (a),CCI-003638,Technical
2321,AC-03-04,AC-3(4),AC-3 (4) (b),CCI-003639,Technical
2322,AC-03-04,AC-3(4),AC-3 (4) (c),CCI-003640,Technical
2323,AC-03-04,AC-3(4),AC-3 (4) (d),CCI-003641,Technical
2324,AC-03-04,AC-3(4),AC-3 (4) (e),CCI-003642,Technical
2325,AC-03-10,AC-3(10),AC-3 (10),CCI-003643,Policy
2326,AC-03-11,AC-3(11),AC-3 (11),CCI-003644,Technical
2327,AC-03-11,AC-3(11),AC-3 (11),CCI-003645,Technical
2328,AC-03-12,AC-3(12),AC-3 (12) (a),CCI-003646,Technical
2329,AC-03-12,AC-3(12),AC-3 (12) (a),CCI-003647,Technical
2330,AC-03-12,AC-3(12),AC-3 (12) (b),CCI-003648,Technical
2331,AC-03-12,AC-3(12),AC-3 (12) (c),CCI-003649,Technical
2332,AC-03-13,AC-3(13),AC-3 (13),CCI-003650,Technical
2333,AC-03-13,AC-3(13),AC-3 (13),CCI-003651,Technical
2334,AC-03-13,AC-3(13),AC-3 (13),CCI-003652,Technical
2335,AC-03-13,AC-3(13),AC-3 (13),CCI-003653,Technical
2336,AC-03-14,AC-3(14),AC-3 (14),CCI-003654,Technical
2337,AC-03-14,AC-3(14),AC-3 (14),CCI-003655,Technical
2338,AC-03-14,AC-3(14),AC-3 (14),CCI-003656,Technical
2339,AC-03-15,AC-3(15),AC-3 (15) (a),CCI-003657,Technical
2340,AC-03-15,AC-3(15),AC-3 (15) (a),CCI-003658,Technical
2341,AC-03-15,AC-3(15),AC-3 (15) (b),CCI-003659,Technical
2342,AC-03-15,AC-3(15),AC-3 (15) (b),CCI-003660,Technical
2343,AC-04-01,AC-4(1),AC-4 (1),CCI-003661,Technical
2344,AC-04-04,AC-4(4),AC-4 (4),CCI-003662,Technical
2345,AC-04-08,AC-4(8),AC-4 (8) (a),CCI-003663,Technical
2346,AC-04-08,AC-4(8),AC-4 (8) (b),CCI-003664,Technical
2347,AC-04-08,AC-4(8),AC-4 (8) (b),CCI-003665,Technical
2348,AC-04-19,AC-4(19),AC-4 (19),CCI-003666,Technical
2349,AC-04-23,AC-4(23),AC-4 (23),CCI-003667,Policy
2350,AC-04-23,AC-4(23),AC-4 (23),CCI-003667,Technical
2351,AC-04-23,AC-4(23),AC-4 (23),CCI-003668,Technical
2352,AC-04-23,AC-4(23),AC-4 (23),CCI-003668,Policy
2353,AC-04-24,AC-4(24),AC-4 (24),CCI-003669,Technical
2354,AC-04-24,AC-4(24),AC-4 (24),CCI-003670,Technical
2355,AC-04-25,AC-4(25),AC-4 (25),CCI-003671,Technical
2356,AC-04-25,AC-4(25),AC-4 (25),CCI-003672,Technical
2357,AC-04-26,AC-4(26),AC-4 (26),CCI-003673,Technical
2358,AC-04-26,AC-4(26),AC-4 (26),CCI-003673,Policy
2359,AC-04-27,AC-4(27),AC-4 (27),CCI-003674,Technical
2360,AC-04-28,AC-4(28),AC-4 (28),CCI-003675,Technical
2361,AC-04-29,AC-4(29),AC-4 (29) (a),CCI-003676,Technical
2362,AC-04-29,AC-4(29),AC-4 (29) (a),CCI-003676,Policy
2363,AC-04-29,AC-4(29),AC-4 (29) (b),CCI-003677,Technical
2364,AC-04-29,AC-4(29),AC-4 (29) (b),CCI-003677,Policy
2365,AC-04-30,AC-4(30),AC-4 (30),CCI-003678,Technical
2366,AC-04-31,AC-4(31),AC-4 (31),CCI-003679,Technical
2367,AC-04-32,AC-4(32),AC-4 (32) (a),CCI-003680,Technical
2368,AC-04-32,AC-4(32),AC-4 (32) (b),CCI-003681,Technical
2369,AC-04-32,AC-4(32),AC-4 (32) (c),CCI-003682,Technical
2370,AC-04-32,AC-4(32),AC-4 (32) (d),CCI-003683,Technical
2371,AC-05-00,AC-5,AC-5 a,CCI-003684,Policy
2372,AC-06-01,AC-6(1),AC-6 (1) (a),CCI-003685,Policy
2373,AC-06-01,AC-6(1),AC-6 (1) (b),CCI-003686,Policy
2374,AC-07-03,AC-7(3),AC-7 (3),CCI-003687,Policy
2375,AC-07-03,AC-7(3),AC-7 (3),CCI-003688,Policy
2376,AC-07-04,AC-7(4),AC-7 (4) (a),CCI-003689,Policy
2377,AC-07-04,AC-7(4),AC-7 (4) (a),CCI-003689,Technical
2378,AC-07-04,AC-7(4),AC-7 (4) (a),CCI-003690,Policy
2379,AC-07-04,AC-7(4),AC-7 (4) (a),CCI-003690,Technical
2380,AC-07-04,AC-7(4),AC-7 (4) (b),CCI-003691,Technical
2381,AC-07-04,AC-7(4),AC-7 (4) (b),CCI-003691,Policy
2382,AC-07-04,AC-7(4),AC-7 (4) (b),CCI-003692,Policy
2383,AC-07-04,AC-7(4),AC-7 (4) (b),CCI-003692,Technical
2384,AC-12-03,AC-12(3),AC-12 (3),CCI-003693,Technical
2385,AC-12-03,AC-12(3),AC-12 (3),CCI-003694,Technical
2386,AC-14-00,AC-14,AC-14 a,CCI-003695,Policy
2387,AC-16-00,AC-16,AC-16 a,CCI-003696,Policy
