Junction ID,ATT&CK Technique,Security Control ID,ATT&CK Technique Name,Control Family,Control Name,Mapping Type,Reference Source,ATT&CK Version,Domain,Creation Date,Last Update
2099,T1547.005,SC-39-00,Security Support Provider,System and Communications Protection,Process Isolation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2100,T1547.005,SI-03-00,Security Support Provider,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2101,T1547.005,SI-04-00,Security Support Provider,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2102,T1547.005,SI-07-00,Security Support Provider,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2103,T1547.006,AC-02-00,Kernel Modules and Extensions,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2104,T1547.006,AC-03-00,Kernel Modules and Extensions,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2105,T1547.006,AC-05-00,Kernel Modules and Extensions,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2106,T1547.006,AC-06-00,Kernel Modules and Extensions,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2107,T1547.006,CM-05-00,Kernel Modules and Extensions,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2108,T1547.006,CM-06-00,Kernel Modules and Extensions,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2109,T1547.006,CM-07-00,Kernel Modules and Extensions,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2110,T1547.006,IA-02-00,Kernel Modules and Extensions,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2111,T1547.006,IA-04-00,Kernel Modules and Extensions,Identification and Authentication,Identifier Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2112,T1547.006,IA-08-00,Kernel Modules and Extensions,Identification and Authentication,Identification and Authentication (non-organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2113,T1547.006,RA-05-00,Kernel Modules and Extensions,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2114,T1547.006,SI-10-00,Kernel Modules and Extensions,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2115,T1547.006,SI-14-00,Kernel Modules and Extensions,System and Information Integrity,Non-persistence,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2116,T1547.006,SI-16-00,Kernel Modules and Extensions,System and Information Integrity,Memory Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2117,T1547.006,SI-02-00,Kernel Modules and Extensions,System and Information Integrity,Flaw Remediation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2118,T1547.006,SI-03-00,Kernel Modules and Extensions,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2119,T1547.006,SI-04-00,Kernel Modules and Extensions,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2120,T1547.006,SI-07-00,Kernel Modules and Extensions,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2121,T1547.007,AC-16-00,Re-opened Applications,Access Control,Security and Privacy Attributes,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2122,T1547.007,AC-03-00,Re-opened Applications,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2123,T1547.007,CM-02-00,Re-opened Applications,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2124,T1547.007,CM-03-00,Re-opened Applications,Configuration Management,Configuration Change Control,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2125,T1547.007,CM-05-00,Re-opened Applications,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2126,T1547.007,CM-06-00,Re-opened Applications,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2127,T1547.007,CM-07-00,Re-opened Applications,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2128,T1547.007,CM-08-00,Re-opened Applications,Configuration Management,System Component Inventory,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2129,T1547.007,RA-05-00,Re-opened Applications,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2130,T1547.007,SI-03-00,Re-opened Applications,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2131,T1547.007,SI-04-00,Re-opened Applications,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2132,T1547.008,CM-02-00,LSASS Driver,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2133,T1547.008,CM-06-00,LSASS Driver,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2134,T1547.008,RA-05-00,LSASS Driver,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2135,T1547.008,SC-39-00,LSASS Driver,System and Communications Protection,Process Isolation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2136,T1547.008,SI-03-00,LSASS Driver,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2137,T1547.008,SI-04-00,LSASS Driver,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2138,T1547.008,SI-07-00,LSASS Driver,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2139,T1547.009,AC-17-00,Shortcut Modification,Access Control,Remote Access,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2140,T1547.009,AC-02-00,Shortcut Modification,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2141,T1547.009,AC-03-00,Shortcut Modification,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2142,T1547.009,AC-05-00,Shortcut Modification,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2143,T1547.009,AC-06-00,Shortcut Modification,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2144,T1547.009,CM-05-00,Shortcut Modification,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2145,T1547.009,IA-02-00,Shortcut Modification,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2146,T1547.009,SI-04-00,Shortcut Modification,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2147,T1548.002,AC-02-00,Bypass User Account Control,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2148,T1548.002,AC-03-00,Bypass User Account Control,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2149,T1548.002,AC-05-00,Bypass User Account Control,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2150,T1548.002,AC-06-00,Bypass User Account Control,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2151,T1548.002,CA-08-00,Bypass User Account Control,Security Assessment and Authorization,Penetration Testing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2152,T1548.002,CM-02-00,Bypass User Account Control,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2153,T1548.002,CM-05-00,Bypass User Account Control,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2154,T1548.002,CM-06-00,Bypass User Account Control,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2155,T1548.002,IA-02-00,Bypass User Account Control,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2156,T1548.002,RA-05-00,Bypass User Account Control,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2157,T1548.002,SI-02-00,Bypass User Account Control,System and Information Integrity,Flaw Remediation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2158,T1548.002,SI-04-00,Bypass User Account Control,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2159,T1548.003,AC-16-00,Sudo and Sudo Caching,Access Control,Security and Privacy Attributes,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2160,T1548.003,AC-02-00,Sudo and Sudo Caching,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2161,T1548.003,AC-03-00,Sudo and Sudo Caching,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2162,T1548.003,AC-05-00,Sudo and Sudo Caching,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2163,T1548.003,AC-06-00,Sudo and Sudo Caching,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2164,T1548.003,CA-07-00,Sudo and Sudo Caching,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2165,T1548.003,CM-02-00,Sudo and Sudo Caching,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2166,T1548.003,CM-05-00,Sudo and Sudo Caching,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2167,T1548.003,CM-06-00,Sudo and Sudo Caching,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2168,T1548.003,CM-07-00,Sudo and Sudo Caching,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2169,T1548.003,IA-02-00,Sudo and Sudo Caching,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2170,T1548.003,RA-05-00,Sudo and Sudo Caching,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2171,T1548.003,SI-04-00,Sudo and Sudo Caching,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2172,T1548.004,CM-02-00,Elevated Execution with Prompt,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2173,T1548.004,CM-06-00,Elevated Execution with Prompt,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2174,T1548.004,CM-07-00,Elevated Execution with Prompt,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2175,T1548.004,CM-08-00,Elevated Execution with Prompt,Configuration Management,System Component Inventory,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2176,T1548.004,SC-18-00,Elevated Execution with Prompt,System and Communications Protection,Mobile Code,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2177,T1548.004,SC-34-00,Elevated Execution with Prompt,System and Communications Protection,Non-modifiable Executable Programs,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2178,T1548.004,SI-12-00,Elevated Execution with Prompt,System and Information Integrity,Information Management and Retention,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2179,T1548.004,SI-16-00,Elevated Execution with Prompt,System and Information Integrity,Memory Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2180,T1548.004,SI-03-00,Elevated Execution with Prompt,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2181,T1548.004,SI-04-00,Elevated Execution with Prompt,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2182,T1548.004,SI-07-00,Elevated Execution with Prompt,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2183,T1550,AC-02-00,Use Alternate Authentication Material,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2184,T1550,AC-03-00,Use Alternate Authentication Material,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2185,T1550,AC-05-00,Use Alternate Authentication Material,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2186,T1550,AC-06-00,Use Alternate Authentication Material,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2187,T1550,CM-05-00,Use Alternate Authentication Material,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2188,T1550,CM-06-00,Use Alternate Authentication Material,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2189,T1550,IA-02-00,Use Alternate Authentication Material,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2190,T1550.002,AC-02-00,Pass the Hash,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2191,T1550.002,AC-03-00,Pass the Hash,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2192,T1550.002,AC-05-00,Pass the Hash,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2193,T1550.002,AC-06-00,Pass the Hash,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2194,T1550.002,CM-05-00,Pass the Hash,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2195,T1550.002,CM-06-00,Pass the Hash,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2196,T1550.002,IA-02-00,Pass the Hash,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2197,T1550.002,SI-02-00,Pass the Hash,System and Information Integrity,Flaw Remediation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2198,T1550.003,AC-02-00,Pass the Ticket,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2199,T1550.003,AC-03-00,Pass the Ticket,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2200,T1550.003,AC-05-00,Pass the Ticket,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2201,T1550.003,AC-06-00,Pass the Ticket,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2202,T1550.003,CA-07-00,Pass the Ticket,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2203,T1550.003,CM-02-00,Pass the Ticket,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2204,T1550.003,CM-05-00,Pass the Ticket,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2205,T1550.003,CM-06-00,Pass the Ticket,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2206,T1550.003,IA-02-00,Pass the Ticket,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2207,T1550.003,IA-05-00,Pass the Ticket,Identification and Authentication,Authenticator Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2208,T1550.003,SI-04-00,Pass the Ticket,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2209,T1550.004,SC-23-00,Web Session Cookie,System and Communications Protection,Session Authenticity,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2210,T1550.004,SC-08-00,Web Session Cookie,System and Communications Protection,Transmission Confidentiality and Integrity,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2211,T1550.004,SI-07-00,Web Session Cookie,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2212,T1552.003,CM-06-00,Bash History,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2213,T1552.003,CM-07-00,Bash History,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2214,T1552.003,SC-28-00,Bash History,System and Communications Protection,Protection of Information at Rest,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2215,T1552.003,SI-04-00,Bash History,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2216,T1552.006,AC-02-00,Group Policy Preferences,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2217,T1552.006,AC-05-00,Group Policy Preferences,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2218,T1552.006,AC-06-00,Group Policy Preferences,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2219,T1552.006,CA-08-00,Group Policy Preferences,Security Assessment and Authorization,Penetration Testing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2220,T1552.006,CM-02-00,Group Policy Preferences,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2221,T1552.006,CM-06-00,Group Policy Preferences,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2222,T1552.006,IA-02-00,Group Policy Preferences,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2223,T1552.006,IA-05-00,Group Policy Preferences,Identification and Authentication,Authenticator Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2224,T1552.006,RA-05-00,Group Policy Preferences,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2225,T1552.006,SA-11-00,Group Policy Preferences,System and Services Acquisition,Developer Testing and Evaluation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2226,T1552.006,SA-15-00,Group Policy Preferences,System and Services Acquisition,"Development Process, Standards, and Tools",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2227,T1552.006,SI-02-00,Group Policy Preferences,System and Information Integrity,Flaw Remediation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2228,T1552.006,SI-04-00,Group Policy Preferences,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2229,T1552.007,AC-17-00,Container API,Access Control,Remote Access,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2230,T1552.007,AC-02-00,Container API,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2231,T1552.007,AC-23-00,Container API,Access Control,Data Mining Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2232,T1552.007,AC-03-00,Container API,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2233,T1552.007,AC-04-00,Container API,Access Control,Information Flow Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2234,T1552.007,AC-05-00,Container API,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2235,T1552.007,AC-06-00,Container API,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2236,T1552.007,CM-05-00,Container API,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2237,T1552.007,CM-06-00,Container API,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2238,T1552.007,CM-07-00,Container API,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2239,T1552.007,IA-02-00,Container API,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2240,T1552.007,SC-46-00,Container API,System and Communications Protection,Cross Domain Policy Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2241,T1552.007,SC-07-00,Container API,System and Communications Protection,Boundary Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2242,T1552.007,SC-08-00,Container API,System and Communications Protection,Transmission Confidentiality and Integrity,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2243,T1553,AC-06-00,Subvert Trust Controls,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2244,T1553,CA-08-00,Subvert Trust Controls,Security Assessment and Authorization,Penetration Testing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2245,T1553,CM-10-00,Subvert Trust Controls,Configuration Management,Software Usage Restrictions,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2246,T1553,CM-02-00,Subvert Trust Controls,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2247,T1553,CM-03-00,Subvert Trust Controls,Configuration Management,Configuration Change Control,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2248,T1553,CM-05-00,Subvert Trust Controls,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2249,T1553,CM-06-00,Subvert Trust Controls,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2250,T1553,CM-07-00,Subvert Trust Controls,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2251,T1553,CM-08-00,Subvert Trust Controls,Configuration Management,System Component Inventory,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2252,T1553,IA-07-00,Subvert Trust Controls,Identification and Authentication,Cryptographic Module Authentication,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2253,T1553,IA-09-00,Subvert Trust Controls,Identification and Authentication,Service Identification and Authentication,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2254,T1553,RA-09-00,Subvert Trust Controls,Risk Assessment,Criticality Analysis,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2255,T1553,SA-10-00,Subvert Trust Controls,System and Services Acquisition,Developer Configuration Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2256,T1553,SA-11-00,Subvert Trust Controls,System and Services Acquisition,Developer Testing and Evaluation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2257,T1553,SC-34-00,Subvert Trust Controls,System and Communications Protection,Non-modifiable Executable Programs,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2258,T1553,SI-10-00,Subvert Trust Controls,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2259,T1553,SI-02-00,Subvert Trust Controls,System and Information Integrity,Flaw Remediation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2260,T1553,SI-04-00,Subvert Trust Controls,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2261,T1553,SI-07-00,Subvert Trust Controls,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
2262,T1553.001,CM-02-00,Gatekeeper Bypass,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
