ATT&CK Technique ID,ATT&CK Technique Name,ATT&CK Technique Description,STIX ID,URL,Created,Last Modified,Domain,Version,Detection,Platforms,Data Source,Citations,Type
T1491.002,Defacement: External Defacement,"An adversary may deface systems external to an organization in an attempt to deliver messaging, intimidate, or otherwise mislead an organization or users. [External Defacement](https://attack.mitre.org/techniques/T1491/002) may ultimately cause users to d",attack-pattern--0cfe31a7-81fc-472c-bc45-e2808d1066a3,https://attack.mitre.org/techniques/T1491/002,20 February 2020,25 March 2022,enterprise-attack,1.2,"Monitor external websites for unplanned content changes. Monitor application logs for abnormal behavior that may indicate attempted or successful exploitation. Use deep packet inspection to look for artifacts of common exploit traffic, such as SQL injecti","IaaS,Linux,Windows,macOS","Application Log: Application Log Content, File: File Creation, File: File Modification, Network Traffic: Network Traffic Content","(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: UK NCSC Olympic Attacks October 2020),(Citation: Ready.gov IT DRP)",Enterprise
T1495,Firmware Corruption,"Adversaries may overwrite or corrupt the flash memory contents of system BIOS or other firmware in devices attached to a system in order to render them inoperable or unable to boot, thus denying the availability to use the devices and/or the system.(Citat",attack-pattern--f5bb433e-bdf6-4781-84bc-35e97e43be89,https://attack.mitre.org/techniques/T1495,12 April 2019,31 August 2022,enterprise-attack,1.2,System firmware manipulation may be detected.(Citation: MITRE Trustworthy Firmware Measurement) Log attempts to read/write to BIOS and compare against known patching behavior.,"Linux,Network,Windows,macOS",Firmware: Firmware Modification,"(Citation: Secure List Bad Rabbit),(Citation: Eclypsium Trickboot December 2020),",Enterprise
T1496,Resource Hijacking,"Adversaries may leverage the resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability.   One common purpose for Resource Hijacking is to validate transactions of cryptocurrency networks",attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783,https://attack.mitre.org/techniques/T1496,17 April 2019,02 October 2023,enterprise-attack,1.4,"Consider monitoring process resource usage to determine anomalous activity associated with malicious hijacking of computer resources such as CPU, memory, and graphics processing resources. Monitor for suspicious use of network resources associated with cr","Containers,IaaS,Linux,Windows,macOS","Command: Command Execution, File: File Creation, Network Traffic: Network Connection Creation, Network Traffic: Network Traffic Flow, Process: Process Creation, Sensor Health: Host Status","(Citation: RedCanary Mockingbird May 2020),(Citation: Sysdig Kinsing November 2020),(Citation: Cado Security TeamTNT Worm August 2020),(Citation: Unit 42 Hildegard Malware),(Citation: FireEye APT41 Aug 2019),(Citation: Aqua Kinsing April 2020),(Citation: ",Enterprise
T1497,Virtualization/Sandbox Evasion,Adversaries may employ various means to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbo,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d,https://attack.mitre.org/techniques/T1497,17 April 2019,18 October 2021,enterprise-attack,1.3,"Virtualization, sandbox, user activity, and related discovery techniques will likely occur in the first steps of an operation but may also occur throughout as an adversary learns the environment. Data and events should not be viewed in isolation, but as p","Linux,Windows,macOS","Command: Command Execution, Process: OS API Execution, Process: Process Creation","(Citation: ZScaler Squirrelwaffle Sep 2021),(Citation: Unit 42 Gamaredon February 2022),(Citation: ESET Carberp March 2012),(Citation: Proofpoint Bumblebee April 2022),(Citation: Unit42 Redaman January 2019),(Citation: ESET Operation Spalax Jan 2021),(Cit",Enterprise
T1497.001,Virtualization/Sandbox Evasion: System Checks,Adversaries may employ various system checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) o,attack-pattern--29be378d-262d-4e99-b00d-852d573628e6,https://attack.mitre.org/techniques/T1497/001,06 March 2020,18 October 2021,enterprise-attack,2.1,"Virtualization/sandbox related system checks will likely occur in the first steps of an operation but may also occur throughout as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior t","Linux,Windows,macOS","Command: Command Execution, Process: OS API Execution, Process: Process Creation","(Citation: NCC Group WastedLocker June 2020),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: Cyphort EvilBunny Dec 2014),(Citation: Morphisec Snip3 May 2021),(Citation: Microsoft Volt Typhoon May 2023),(Citation: ESET EvilNum July 2020),(Citation: Medium E",Enterprise
T1497.002,Virtualization/Sandbox Evasion: User Activity Based Checks,Adversaries may employ various user activity checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment ,attack-pattern--91541e7e-b969-40c6-bbd8-1b5352ec2938,https://attack.mitre.org/techniques/T1497/002,06 March 2020,18 October 2021,enterprise-attack,1.1,"User activity-based checks will likely occur in the first steps of an operation but may also occur throughout as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to ","Linux,Windows,macOS","Command: Command Execution, Process: OS API Execution, Process: Process Creation","(Citation: Lastline DarkHotel Just In Time Decryption Nov 2015),(Citation: Unit42 Molerat Mar 2020),(Citation: ESET Okrum July 2019),(Citation: FireEye FIN7 April 2017),",Enterprise
T1497.003,Virtualization/Sandbox Evasion: Time Based Evasion,"Adversaries may employ various time-based methods to detect and avoid virtualization and analysis environments. This may include enumerating time-based properties, such as uptime or the system clock, as well as the use of timers or other triggers to avoid",attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0,https://attack.mitre.org/techniques/T1497/003,06 March 2020,15 October 2021,enterprise-attack,1.2,"Time-based evasion will likely occur in the first steps of an operation but may also occur throughout as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other ac","Linux,Windows,macOS","Command: Command Execution, Process: OS API Execution, Process: Process Creation","(Citation: JoeSecurity Egregor 2020),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: Cyphort EvilBunny Dec 2014),(Citation: Accenture MUDCARP March 2019),(Citation: Morphisec Snip3 May 2021),(Citation: Proofpoint Bumblebee April 2022),(Citation: trendmicro",Enterprise
T1498,Network Denial of Service,Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users. Network DoS can be performed by exhausting the network bandwidth services rely on. Example resources include specific webs,attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab,https://attack.mitre.org/techniques/T1498,17 April 2019,25 March 2022,enterprise-attack,1.1,"Detection of Network DoS can sometimes be achieved before the traffic volume is sufficient to cause impact to the availability of the service, but such response time typically requires very aggressive monitoring and responsiveness or services provided by ","Azure AD,Containers,Google Workspace,IaaS,Linux,Office 365,SaaS,Windows,macOS","Network Traffic: Network Traffic Flow, Sensor Health: Host Status","(Citation: Unit 42 Lucifer June 2020),(Citation: US District Court Indictment GRU Oct 2018),(Citation: CERT-EU DDoS March 2017)",Enterprise
T1498.001,Network Denial of Service: Direct Network Flood,Adversaries may attempt to cause a denial of service (DoS) by directly sending a high-volume of network traffic to a target. This DoS attack may also reduce the availability and functionality of the targeted system(s) and network. [Direct Network Flood](h,attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3,https://attack.mitre.org/techniques/T1498/001,02 March 2020,30 March 2023,enterprise-attack,1.3,"Detection of a network flood can sometimes be achieved before the traffic volume is sufficient to cause impact to the availability of the service, but such response time typically requires very aggressive monitoring and responsiveness or services provided","Azure AD,Google Workspace,IaaS,Linux,Office 365,SaaS,Windows,macOS","Network Traffic: Network Traffic Flow, Sensor Health: Host Status",",(Citation: CERT-EU DDoS March 2017)",Enterprise
T1498.002,Network Denial of Service: Reflection Amplification,Adversaries may attempt to cause a denial of service (DoS) by reflecting a high-volume of network traffic to a target. This type of Network DoS takes advantage of a third-party server intermediary that hosts and will respond to a given spoofed source IP a,attack-pattern--36b2a1d7-e09e-49bf-b45e-477076c2ec01,https://attack.mitre.org/techniques/T1498/002,02 March 2020,30 March 2023,enterprise-attack,1.3,"Detection of reflection amplification can sometimes be achieved before the traffic volume is sufficient to cause impact to the availability of the service, but such response time typically requires very aggressive monitoring and responsiveness or services","Azure AD,Google Workspace,IaaS,Linux,Office 365,SaaS,Windows,macOS","Network Traffic: Network Traffic Flow, Sensor Health: Host Status",",(Citation: CERT-EU DDoS March 2017)",Enterprise
T1499,Endpoint Denial of Service,Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users. Endpoint DoS can be performed by exhausting the system resources those services are hosted on or exploiting the system to cause a p,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4,https://attack.mitre.org/techniques/T1499,18 April 2019,30 March 2023,enterprise-attack,1.1,"Detection of Endpoint DoS can sometimes be achieved before the effect is sufficient to cause significant impact to the availability of the service, but such response time typically requires very aggressive monitoring and responsiveness. Typical network th","Azure AD,Containers,Google Workspace,IaaS,Linux,Office 365,SaaS,Windows,macOS","Application Log: Application Log Content, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Sensor Health: Host Status","(Citation: Talos ZxShell Oct 2014),(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: FireEye APT41 Aug 2019),(Citation: ESET Dukes October 2019),(Citation: CERT-EU DDoS March 2017)",Enterprise
T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,Adversaries may launch a denial of service (DoS) attack targeting an endpoint's operating system (OS). A system's OS is responsible for managing the finite resources as well as preventing the entire system from being overwhelmed by excessive demands on it,attack-pattern--0df05477-c572-4ed6-88a9-47c581f548f7,https://attack.mitre.org/techniques/T1499/001,20 February 2020,30 March 2023,enterprise-attack,1.2,"Detection of Endpoint DoS can sometimes be achieved before the effect is sufficient to cause significant impact to the availability of the service, but such response time typically requires very aggressive monitoring and responsiveness. Typical network th","Linux,Windows,macOS","Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Sensor Health: Host Status",",(Citation: CERT-EU DDoS March 2017)",Enterprise
T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,"Adversaries may target the different network services provided by systems to conduct a denial of service (DoS). Adversaries often target the availability of DNS and web services, however others have been targeted as well.(Citation: Arbor AnnualDoSreport J",attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858,https://attack.mitre.org/techniques/T1499/002,20 February 2020,30 March 2023,enterprise-attack,1.3,"Detection of Endpoint DoS can sometimes be achieved before the effect is sufficient to cause significant impact to the availability of the service, but such response time typically requires very aggressive monitoring and responsiveness. Typical network th","Azure AD,Google Workspace,IaaS,Linux,Office 365,SaaS,Windows,macOS","Application Log: Application Log Content, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Sensor Health: Host Status",",(Citation: CERT-EU DDoS March 2017)",Enterprise
T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,"Adversaries may target resource intensive features of applications to cause a denial of service (DoS), denying availability to those applications. For example, specific features in web applications may be highly resource intensive. Repeated requests to th",attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9,https://attack.mitre.org/techniques/T1499/003,20 February 2020,25 March 2022,enterprise-attack,1.2,"Detection of Endpoint DoS can sometimes be achieved before the effect is sufficient to cause significant impact to the availability of the service, but such response time typically requires very aggressive monitoring and responsiveness. Typical network th","Azure AD,Google Workspace,IaaS,Linux,Office 365,SaaS,Windows,macOS","Application Log: Application Log Content, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Sensor Health: Host Status",",(Citation: CERT-EU DDoS March 2017)",Enterprise
T1499.004,Endpoint Denial of Service: Application or System Exploitation,Adversaries may exploit software vulnerabilities that can cause an application or system to crash and deny availability to users. (Citation: Sucuri BIND9 August 2015) Some systems may automatically restart critical applications and services when crashes o,attack-pattern--2bee5ffb-7a7a-4119-b1f2-158151b19ac0,https://attack.mitre.org/techniques/T1499/004,20 February 2020,25 March 2022,enterprise-attack,1.2,"Attacks targeting web applications may generate logs in the web server, application server, and/or database server that can be used to identify the type of attack. Externally monitor the availability of services that may be targeted by an Endpoint DoS.","Azure AD,Google Workspace,IaaS,Linux,Office 365,SaaS,Windows,macOS","Application Log: Application Log Content, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Sensor Health: Host Status","(Citation: ESET Industroyer),(Citation: CERT-EU DDoS March 2017)",Enterprise
T1505,Server Software Component,Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems. Enterprise server applications may include features that allow developers to write and install software or scripts to extend the functio,attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb,https://attack.mitre.org/techniques/T1505,28 June 2019,19 October 2022,enterprise-attack,1.4,Consider monitoring application logs for abnormal behavior that may indicate suspicious installation of application software components. Consider monitoring file locations associated with the installation of new application software components such as pat,"Linux,Network,Windows,macOS","Application Log: Application Log Content, File: File Creation, File: File Modification, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Process: Process Creation",",(Citation: Microsoft System Services Fundamentals),(Citation: NSA and ASD Detect and Prevent Web Shells 2020),(Citation: ITSyndicate Disabling PHP functions)",Enterprise
T1505.001,Server Software Component: SQL Stored Procedures,Adversaries may abuse SQL stored procedures to establish persistent access to systems. SQL Stored Procedures are code that can be saved and reused so that database users do not waste time rewriting frequently used SQL queries. Stored procedures can be inv,attack-pattern--f9e9365a-9ca2-4d9c-8e7c-050d73d1101a,https://attack.mitre.org/techniques/T1505/001,12 December 2019,25 March 2020,enterprise-attack,1.0,"On a MSSQL Server, consider monitoring for xp_cmdshell usage.(Citation: NetSPI Startup Stored Procedures) Consider enabling audit features that can log malicious startup activities.","Linux,Windows",Application Log: Application Log Content,"(Citation: Dragos Crashoverride 2018),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),",Enterprise
T1505.002,Server Software Component: Transport Agent,"Adversaries may abuse Microsoft transport agents to establish persistent access to systems. Microsoft Exchange transport agents can operate on email messages passing through the transport pipeline to perform various tasks such as filtering spam, filtering",attack-pattern--35187df2-31ed-43b6-a1f5-2f1d3d58d3f1,https://attack.mitre.org/techniques/T1505/002,12 December 2019,18 October 2021,enterprise-attack,1.0,Consider monitoring application logs for abnormal behavior that may indicate suspicious installation of application software components. Consider monitoring file locations associated with the installation of new application software components such as pat,"Linux,Windows","Application Log: Application Log Content, File: File Creation","(Citation: ESET LightNeuron May 2019),",Enterprise
T1505.003,Server Software Component: Web Shell,Adversaries may backdoor web servers with web shells to establish persistent access to systems. A Web shell is a Web script that is placed on an openly accessible Web server to allow an adversary to use the Web server as a gateway into a network. A Web sh,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb,https://attack.mitre.org/techniques/T1505/003,13 December 2019,30 March 2023,enterprise-attack,1.3,"Web shells can be difficult to detect. Unlike other forms of persistent remote access, they do not initiate connections. The portion of the Web shell that is on the server may be small and innocuous looking. The PHP version of the China Chopper Web shell,","Linux,Network,Windows,macOS","Application Log: Application Log Content, File: File Creation, File: File Modification, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Process: Process Creation","(Citation: ESET BackdoorDiplomacy Jun 2021),(Citation: CISA AA21-200A APT40 July 2021),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: Volexity Exchange Marauder March 2021),(Citation: ESET Exchange Mar 2021),(Citation: CISA Supernov",Enterprise
T1505.004,Server Software Component: IIS Components,"Adversaries may install malicious components that run on Internet Information Services (IIS) web servers to establish persistence. IIS provides several mechanisms to extend the functionality of the web servers. For example, Internet Server Application Pro",attack-pattern--b46a801b-fd98-491c-a25a-bca25d6e3001,https://attack.mitre.org/techniques/T1505/004,03 June 2021,17 October 2021,enterprise-attack,1.0,Monitor for creation and/or modification of files (especially DLLs on webservers) that could be abused as malicious ISAPI extensions/filters or IIS modules. Changes to <code>%windir%\system32\inetsrv\config\applicationhost.config</code> could indicate an ,Windows,"Command: Command Execution, File: File Creation, File: File Modification","(Citation: McAfee Lazarus Jul 2020),(Citation: ESET IIS Malware 2021),(Citation: Dell TG-3390),(Citation: CrowdStrike IceApple May 2022),(Citation: Unit 42 RGDoor Jan 2018),(Citation: Microsoft ISAPICGIRestriction 2016)",Enterprise
T1505.005,Server Software Component: Terminal Services DLL,"Adversaries may abuse components of Terminal Services to enable persistent access to systems. Microsoft Terminal Services, renamed to Remote Desktop Services in some Windows Server OSs as of 2022, enable remote terminal connections to hosts. Terminal Serv",attack-pattern--379809f6-2fac-42c1-bd2e-e9dee70b27f8,https://attack.mitre.org/techniques/T1505/005,28 March 2022,18 April 2022,enterprise-attack,1.0,"Monitor for changes to Registry keys associated with <code>ServiceDll</code> and other subkey values under <code>HKLM\System\CurrentControlSet\services\TermService\Parameters\</code>.

Monitor unexpected changes and/or interactions with <code>termsrv.dll<",Windows,"Command: Command Execution, File: File Modification, Module: Module Load, Process: Process Creation, Windows Registry: Windows Registry Key Modification",",(Citation: Microsoft System Services Fundamentals)",Enterprise
T1509,Non-Standard Port,"Adversaries may generate network traffic using a protocol and port pairing that are typically not associated. For example, HTTPS over port 8088 or port 587 as opposed to the traditional port 443. Adversaries may make changes to the standard port used by a",attack-pattern--948a447c-d783-4ba0-8516-a64140fcacd5,https://attack.mitre.org/techniques/T1509,01 August 2019,08 September 2023,mobile-attack,2.1,"Application vetting reports may show network communications performed by the application, including hosts, ports, protocols, and URLs. Further detection would most likely be at the enterprise level, through packet and/or netflow inspection. Many properly ","Android,iOS",Post-Adversary Device Access,"(Citation: cyble_chameleon_0423),(Citation: CheckPoint Cerberus),(Citation: Bitdefender Mandrake),(Citation: Volexity Insomnia),(Citation: Sophos Red Alert 2.0),(Citation: SWB Exodus March 2019),(Citation: FortiGuard-FlexiSpy),",Mobile
T1512,Video Capture,"An adversary can leverage a device’s cameras to gather information by capturing video recordings. Images may also be captured, potentially in specified intervals, in lieu of video files.       Malware or scripts may interact with the device cameras throug",attack-pattern--d8940e76-f9c1-4912-bea6-e21c251370b6,https://attack.mitre.org/techniques/T1512,09 August 2019,20 March 2023,mobile-attack,2.1,"The user can view which applications have permission to use the camera through the device settings screen, where the user can then choose to revoke the permissions. During the vetting process, applications using the Android permission `android.permission.","Android,iOS",Post-Adversary Device Access,"(Citation: Palo Alto HenBox),(Citation: TrendMicro Coronavirus Updates),(Citation: Lookout-Dendroid),(Citation: Lookout-Monokle),(Citation: lookout_abstractemu_1021),(Citation: Zscaler TikTok Spyware),(Citation: SecureList - ViceLeaker 2019),(Citation: Cy",Mobile
T1513,Screen Capture,"Adversaries may use screen capture to collect additional information about a target device, such as applications running in the foreground, user data, credentials, or other sensitive information. Applications running in the background can capture screensh",attack-pattern--73c26732-6422-4081-8b63-6d0ae93d449e,https://attack.mitre.org/techniques/T1513,08 August 2019,20 March 2023,mobile-attack,1.3,"The user can view a list of apps with accessibility service privileges in the device settings. Application vetting services can look for the use of the Android `MediaProjectionManager` class, applying extra scrutiny to applications that use the class.",Android,Post-Adversary Device Access,"(Citation: Lookout-Monokle),(Citation: Cybereason EventBot),(Citation: Zscaler TikTok Spyware),(Citation: cyble_drinik_1022),(Citation: Lookout Uyghur Campaign),(Citation: SWB Exodus March 2019),(Citation: cloudmark_tanglebot_0921),(Citation: PaloAlto-Spy",Mobile
T1516,Input Injection,A malicious application can inject input to the user interface to mimic user interaction through the abuse of Android's accessibility APIs.  [Input Injection](https://attack.mitre.org/techniques/T1516) can be achieved using any of the following methods:  ,attack-pattern--d1f1337e-aea7-454c-86bd-482a98ffaf62,https://attack.mitre.org/techniques/T1516,15 September 2019,08 August 2023,mobile-attack,1.2,Users can view applications that have registered accessibility services in the accessibility menu within the device settings.,Android,Post-Adversary Device Access,"(Citation: Google Security Zen),(Citation: Kaspersky Riltok June 2019),(Citation: Threat Fabric Cerberus),(Citation: WhiteOps TERRACOTTA),(Citation: SecurityIntelligence TrickMo),(Citation: cleafy_sova_1122),(Citation: CheckPoint Cerberus),(Citation: Bitd",Mobile
T1517,Access Notifications,"Adversaries may collect data within notifications sent by the operating system or other applications. Notifications may contain sensitive data such as one-time authentication codes sent over SMS, email, or other mediums. In the case of Credential Access, ",attack-pattern--39dd7871-f59b-495f-a9a5-3cb8cc50c9b2,https://attack.mitre.org/techniques/T1517,15 September 2019,15 March 2023,mobile-attack,1.2,Application vetting services can look for applications requesting the `BIND_NOTIFICATION_LISTENER_SERVICE` permission in a service declaration. Users can also inspect and modify the list of applications that have notification access through the device set,Android,Post-Adversary Device Access,"(Citation: Bleeipng Computer Escobar),(Citation: threatfabric_sova_0921),(Citation: TrendMicro Coronavirus Updates),(Citation: Check Point-Joker),(Citation: cyble_chameleon_0423),(Citation: lookout_abstractemu_1021),(Citation: proofpoint_flubot_0421),(Cit",Mobile
T1518,Software Discovery,Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from [Software Discovery](https://attack.mitre.org/techniques/T1518) during automated ,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,https://attack.mitre.org/techniques/T1518,16 September 2019,30 March 2023,enterprise-attack,1.3,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as later","Azure AD,Google Workspace,IaaS,Linux,Office 365,SaaS,Windows,macOS","Command: Command Execution, Firewall: Firewall Enumeration, Firewall: Firewall Metadata, Process: OS API Execution, Process: Process Creation","(Citation: MacKeeper Bundlore Apr 2019),(Citation: Kaspersky MoleRATs April 2019),(Citation: MalwareBytes SideCopy Dec 2021),(Citation: ESET ComRAT May 2020),(Citation: trendmicro xcsset xcode project 2020),(Citation: Trend Micro Tick November 2019),(Cita",Enterprise
T1518.001,Software Discovery: Security Software Discovery,"Adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment. This may include things such as firewall rules and anti-virus. Adversaries may use the in",attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,https://attack.mitre.org/techniques/T1518/001,21 February 2020,21 April 2023,enterprise-attack,1.4,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as later","Azure AD,Google Workspace,IaaS,Linux,Office 365,SaaS,Windows,macOS","Command: Command Execution, Firewall: Firewall Enumeration, Firewall: Firewall Metadata, Process: OS API Execution, Process: Process Creation","(Citation: MalwareBytes SideCopy Dec 2021),(Citation: Talos Cobalt Group July 2018),(Citation: trendmicro xcsset xcode project 2020),(Citation: Cybereason Valak May 2020),(Citation: Kaspersky Ferocious Kitten Jun 2021),(Citation: Unit 42 Rocke January 201",Enterprise
T1521,Encrypted Channel,"Adversaries may explicitly employ a known encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol. Despite the use of a secure algorithm, these implementations may be",attack-pattern--ed2c05a1-4f81-4d97-9e1b-aff01c34ae84,https://attack.mitre.org/techniques/T1521,01 October 2019,05 April 2022,mobile-attack,2.0,"Since data encryption is a common practice in many legitimate applications and uses standard programming language-specific APIs, encrypting data for command and control communication is regarded as undetectable to the user.","Android,iOS",Post-Adversary Device Access,"(Citation: ESET-Twitoor),",Mobile
T1521.001,Symmetric Cryptography,"Adversaries may employ a known symmetric encryption algorithm to conceal command and control traffic, rather than relying on any inherent protections provided by a communication protocol. Symmetric encryption algorithms use the same key for plaintext encr",attack-pattern--bb4387ab-7a51-468b-bf5f-a9a8612f0303,https://attack.mitre.org/techniques/T1521/001,05 April 2022,05 April 2022,mobile-attack,1.0,"Since data encryption is a common practice in many legitimate applications and uses standard programming language-specific APIs, encrypting data for command and control communication is regarded as undetectable to the user.","Android,iOS",Post-Adversary Device Access,"(Citation: securelist rotexy 2018),(Citation: nccgroup_sharkbot_0322),(Citation: Cybereason EventBot),(Citation: BlackBerry Bahamut),",Mobile
T1521.002,Asymmetric Cryptography,"Adversaries may employ a known asymmetric encryption algorithm to conceal command and control traffic, rather than relying on any inherent protections provided by a communication protocol. Asymmetric cryptography, also known as public key cryptography, us",attack-pattern--16d73b64-5681-4ea0-9af4-4ad86f7c96e8,https://attack.mitre.org/techniques/T1521/002,05 April 2022,05 April 2022,mobile-attack,1.0,"Since data encryption is a common practice in many legitimate applications and uses standard programming language-specific APIs, encrypting data for command and control communication is regarded as undetectable to the user.","Android,iOS",Post-Adversary Device Access,"(Citation: CYBERWARCON CHEMISTGAMES),(Citation: proofpoint_flubot_0421),(Citation: Lookout Uyghur Campaign),(Citation: nccgroup_sharkbot_0322),(Citation: Lookout eSurv),",Mobile
T1525,Implant Internal Image,"Adversaries may implant cloud or container images with malicious code to establish persistence after gaining access to an environment. Amazon Web Services (AWS) Amazon Machine Images (AMIs), Google Cloud Platform (GCP) Images, and Azure Images as well as ",attack-pattern--4fd8a28b-4b3a-4cd6-a8cf-85ba5f824a7f,https://attack.mitre.org/techniques/T1525,04 September 2019,08 March 2022,enterprise-attack,2.1,"Monitor interactions with images and containers by users to identify ones that are added or modified anomalously.

In containerized environments, changes may be detectable by monitoring the Docker daemon logs or setting up and monitoring Kubernetes audit ","Containers,IaaS","Image: Image Creation, Image: Image Metadata, Image: Image Modification",",(Citation: Content trust in Docker),(Citation: Content trust in Azure Container Registry)",Enterprise
T1526,Cloud Service Discovery,"An adversary may attempt to enumerate the cloud services running on a system after gaining access. These methods can differ from platform-as-a-service (PaaS), to infrastructure-as-a-service (IaaS), or software-as-a-service (SaaS). Many services exist thro",attack-pattern--e24fcba8-2557-4442-a139-1ee2f2e784db,https://attack.mitre.org/techniques/T1526,30 August 2019,04 May 2023,enterprise-attack,1.3,"Cloud service discovery techniques will likely occur throughout an operation where an adversary is targeting cloud-based systems and services. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other a","Azure AD,Google Workspace,IaaS,Office 365,SaaS",Cloud Service: Cloud Service Enumeration,"(Citation: AADInternals Documentation),(Citation: GitHub Pacu),(Citation: Roadtools),",Enterprise
T1528,Steal Application Access Token,Adversaries can steal application access tokens as a means of acquiring credentials to access remote systems and resources.  Application access tokens are used to make authorized API requests on behalf of a user or service and are commonly used as a way t,attack-pattern--890c9858-598c-401d-a4d5-c67ebcdd703a,https://attack.mitre.org/techniques/T1528,04 September 2019,19 September 2023,enterprise-attack,1.2,"Administrators should set up monitoring to trigger automatic alerts when policy criteria are met. For example, using a Cloud Access Security Broker (CASB), admins can create a “High severity app permissions” policy that generates alerts if apps request hi","Azure AD,Containers,Google Workspace,Office 365,SaaS",User Account: User Account Modification,"(Citation: Peirates GitHub),(Citation: AADInternals Documentation),(Citation: Trend Micro Pawn Storm OAuth 2017),(Citation: Kubernetes Hardening Guide)",Enterprise
T1529,System Shutdown/Reboot,"Adversaries may shutdown/reboot systems to interrupt access to, or aid in the destruction of, those systems. Operating systems may contain commands to initiate a shutdown/reboot of a machine or network device. In some cases, these commands may also be use",attack-pattern--ff73aa03-0090-4464-83ac-f89e233c02bc,https://attack.mitre.org/techniques/T1529,04 October 2019,22 March 2023,enterprise-attack,1.3,"Use process monitoring to monitor the execution and command line parameters of binaries involved in shutting down or rebooting systems. Windows event logs may also designate activity associated with a shutdown/reboot, ex. Event ID 1074 and 6006. Unexpecte","Linux,Network,Windows,macOS","Command: Command Execution, Process: Process Creation, Sensor Health: Host Status","(Citation: Trend Micro KillDisk 2),(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: Checkpoint MosesStaff Nov 2021),(Citation: McAfee Shamoon December 2018),(Citation: Talos Olympic Destroyer 2018),(Citation: Sophos Maze VM ",Enterprise
