CCI ID,Description,NIST Revision,Type
CCI-002536,Protect organization-defined external and internal wireless links from organization-defined types of signal parameter attacks or references to sources for such attacks.,NIST SP 800-53 Revision 5,Technical
CCI-002537,Defines the level of protection against the effects of intentional electromagnetic interference to be achieved by implemented cryptographic mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-002538,Implement cryptographic mechanisms that achieve an organization-defined level of protection against the effects of intentional electromagnetic interference.,NIST SP 800-53 Revision 5,Technical
CCI-002539,Defines the level of reduction the system is to implement to reduce the detection potential of wireless links.,NIST SP 800-53 Revision 5,Policy
CCI-002540,Implement cryptographic mechanisms to reduce the detection potential of wireless links to an organization-defined level of reduction.,NIST SP 800-53 Revision 5,Technical
CCI-002541,Implement cryptographic mechanisms to identify and reject wireless transmissions that are deliberate attempts to achieve imitative or manipulative communications deception based on signal parameters.,NIST SP 800-53 Revision 5,Technical
CCI-002542,Defines the wireless transmitters that are to have cryptographic mechanisms implemented to prevent the identification of the wireless transmitters.,NIST SP 800-53 Revision 5,Policy
CCI-002543,Implement cryptographic mechanisms to prevent the identification of organization-defined wireless transmitters by using the transmitter signal parameters.,NIST SP 800-53 Revision 5,Technical
CCI-002544,Defines the systems or system components on which organization-defined connection ports or input/output devices are to be physically or logically disabled or removed.,NIST SP 800-53 Revision 5,Policy
CCI-002545,Defines the connection ports or input/output devices that are to be physically or logically disabled or removed from organization-defined systems or system components.,NIST SP 800-53 Revision 5,Policy
CCI-002546,Physically or logically disable or remove organization-defined connection ports or input/output devices on organization-defined systems or system components.,NIST SP 800-53 Revision 5,Technical
CCI-002547,Defines the exceptions where remote activation of sensors is allowed.,NIST SP 800-53 Revision 5,Policy
CCI-002548,"Prohibit the use of devices possessing organization-defined environmental sensing capabilities in organization-defined facilities, areas, or systems; and/or the remote activation of environmental sensing capabilities on organizational systems or system components except for the organization-defined exceptions where remote activation of sensors is allowed.",NIST SP 800-53 Revision 5,Technical
CCI-002549,Defines the class of users to receive explicit indication of sensor use.,NIST SP 800-53 Revision 5,Policy
CCI-002550,Provide an explicit indication of sensor use to the organization-defined class of users.,NIST SP 800-53 Revision 5,Technical
CCI-002551,Defines the sensors to be configured so that collected data or information is reported only to authorized individuals or roles.,NIST SP 800-53 Revision 5,Policy
CCI-002552,Verify that the system is configured so that data or information collected by the organization-defined sensors is only reported to authorized individuals or roles.,NIST SP 800-53 Revision 5,Policy
CCI-002553,Defines the measures to be employed to ensure data or information collected by organization-defined sensors is used only for authorized purposes.,NIST SP 800-53 Revision 5,Policy
CCI-002554,Defines the sensors that are to collect data or information for authorized purposes.,NIST SP 800-53 Revision 5,Policy
CCI-002555,"Employ organization-defined measures, so that data or information collected by organization-defined sensors is only used for authorized purposes.",NIST SP 800-53 Revision 5,Policy
CCI-002556,"Defines the environmental sensing capabilities prohibited on devices used in organization-defined facilities, areas, or systems.",NIST SP 800-53 Revision 5,Policy
CCI-002557,"Defines the facilities, areas, or systems where devices processing organization-defined environmental sensing capabilities are prohibited.",NIST SP 800-53 Revision 5,Policy
CCI-002559,Defines the system components for which usage restrictions and implementation guidance are to be established.,NIST SP 800-53 Revision 5,Policy
CCI-002560,Establish usage restrictions and implementation guidance for organization-defined system components based on the potential to cause damage to the system if used maliciously.,NIST SP 800-53 Revision 5,Policy
CCI-002561,Authorize the use of organization-defined system components which have the potential to cause damage to the system if used maliciously.,NIST SP 800-53 Revision 5,Policy
CCI-002562,Monitor the use of organization-defined system components which have the potential to cause damage to the system if used maliciously.,NIST SP 800-53 Revision 5,Policy
CCI-002563,Control the use of organization-defined system components which have the potential to cause damage to the system if used maliciously.,NIST SP 800-53 Revision 5,Policy
CCI-002564,"Defines the system, system component, or location where a detonation chamber capability is employed.",NIST SP 800-53 Revision 5,Policy
CCI-002565,"Employ a detonation chamber capability within an organization-defined system, system component, or location.",NIST SP 800-53 Revision 5,Policy
CCI-002566,Defines personnel or roles to whom a media protection policy and procedures will be disseminated.,NIST SP 800-53 Revision 5,Policy
CCI-002567,Review and approve media sanitization.,NIST SP 800-53 Revision 5,Policy
CCI-002568,Track and document media sanitization.,NIST SP 800-53 Revision 5,Policy
CCI-002569,Verify media sanitization.,NIST SP 800-53 Revision 5,Policy
CCI-002570,Review and approve media disposal actions.,NIST SP 800-53 Revision 5,Policy
CCI-002571,Track and document media disposal actions.,NIST SP 800-53 Revision 5,Policy
CCI-002572,Verify media disposal actions.,NIST SP 800-53 Revision 5,Policy
CCI-002573,Enforce dual authorization for the sanitization of organization-defined system media.,NIST SP 800-53 Revision 5,Policy
CCI-002574,Defines the system media that dual authorization is enforced for sanitization.,NIST SP 800-53 Revision 5,Policy
CCI-002575,"Defines systems or system components from which information is purged or wiped, either remotely or under the organization-defined conditions.",NIST SP 800-53 Revision 5,Policy
CCI-002576,Defines conditions under which information from organization-defined systems or system components are to be purged or wiped.,NIST SP 800-53 Revision 5,Policy
CCI-002577,"Provide the capability to purge or wipe information from organization-defined systems, system components either remotely or under organization-defined conditions.",NIST SP 800-53 Revision 5,Policy
CCI-002578,"Defines system media to sanitize prior to disposal, release out of organizational control, or release for reuse using organization-defined sanitization techniques and procedures.",NIST SP 800-53 Revision 5,Policy
CCI-002579,"Defines the sanitization techniques and procedures to be used to sanitize organization-defined system media prior to disposal, release out of organizational control, or release for reuse.",NIST SP 800-53 Revision 5,Policy
CCI-002580,Employ sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information.,NIST SP 800-53 Revision 5,Policy
CCI-002581,Defines the types of system media to restrict or prohibit on organization-defined systems or system components using organization-defined controls.,NIST SP 800-53 Revision 5,Policy
CCI-002582,Defines the systems or system components on which to restrict or prohibit the use of organization-defined types of system media using organization-defined controls.,NIST SP 800-53 Revision 5,Policy
CCI-002583,Defines the controls to use for restricting or prohibiting the use of organization-defined types of system media on organization-defined systems or system components.,NIST SP 800-53 Revision 5,Policy
CCI-002584,Restrict or prohibit the use of organization-defined types of system media on organization-defined systems or system components using organization-defined controls.,NIST SP 800-53 Revision 5,Policy
CCI-002585,Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.,NIST SP 800-53 Revision 5,Policy
CCI-002586,Prohibit the use of sanitization-resistant media in organizational systems.,NIST SP 800-53 Revision 5,Policy
CCI-002587,Document system media downgrading actions.,NIST SP 800-53 Revision 5,Policy
CCI-002591,Defines the frequency with which to test downgrading equipment and procedures to ensure correct performance.,NIST SP 800-53 Revision 5,Policy
CCI-002593,Downgrade system media containing Controlled Unclassified Information (CUI) prior to public release.,NIST SP 800-53 Revision 5,Policy
CCI-002594,Downgrade system media containing classified information prior to release to individuals without required access authorizations.,NIST SP 800-53 Revision 5,Policy
CCI-002600,Downgrade the identified system media using the established process.,NIST SP 800-53 Revision 5,Policy
CCI-002601,Defines the personnel or roles to whom the system and information integrity policy and procedures are to be disseminated.,NIST SP 800-53 Revision 5,Policy
CCI-002602,Test firmware updates related to flaw remediation for effectiveness before installation.,NIST SP 800-53 Revision 5,Policy
CCI-002603,Test firmware updates related to flaw remediation for potential side effects before installation.,NIST SP 800-53 Revision 5,Policy
CCI-002604,Defines the time period following the release of updates within which security-related software updates are to be installed.,NIST SP 800-53 Revision 5,Policy
CCI-002605,Install security-relevant software updates within an organization-defined time period of the release of the updates.,NIST SP 800-53 Revision 5,Technical
CCI-002606,Defines the time period following the release of updates within which security-related firmware updates are to be installed.,NIST SP 800-53 Revision 5,Policy
CCI-002607,Install security-relevant firmware updates within an organization-defined time period of the release of the updates.,NIST SP 800-53 Revision 5,Technical
CCI-002608,Establish organization-defined benchmarks for the time taken to apply corrective actions after flaw identification.,NIST SP 800-53 Revision 5,Policy
CCI-002609,Defines the system components on which organization-defined security-relevant software updates will be automatically installed.,NIST SP 800-53 Revision 5,Policy
CCI-002610,Defines the system components on which organization-defined security-relevant firmware updates will be automatically installed.,NIST SP 800-53 Revision 5,Policy
CCI-002611,Defines the security-relevant software updates to be automatically installed on organization-defined system components.,NIST SP 800-53 Revision 5,Policy
CCI-002612,Defines the security-relevant firmware updates to be automatically installed on organization-defined system components.,NIST SP 800-53 Revision 5,Policy
CCI-002613,Install organization-defined security-relevant software updates automatically to organization-defined system components.,NIST SP 800-53 Revision 5,Technical
CCI-002614,Install organization-defined security-relevant firmware updates automatically to organization-defined system components.,NIST SP 800-53 Revision 5,Technical
CCI-002615,Defines the software components to remove previous versions after updated versions have been installed.,NIST SP 800-53 Revision 5,Policy
CCI-002616,Defines the firmware components to remove previous versions after updated versions have been installed.,NIST SP 800-53 Revision 5,Policy
CCI-002617,Remove previous versions of organization-defined software components after updated versions have been installed.,NIST SP 800-53 Revision 5,Technical
CCI-002618,Remove previous versions of organization-defined firmware components after updated versions have been installed.,NIST SP 800-53 Revision 5,Technical
CCI-002623,Defines the frequency for performing periodic scans of the system for malicious code.,NIST SP 800-53 Revision 5,Policy
CCI-002624,"Configure malicious code protection mechanisms to perform real-time scans of files from external sources at endpoint; and/or network entry and exit points as the files are downloaded, opened, or executed in accordance with organizational policy.",NIST SP 800-53 Revision 5,Policy
CCI-002625,"When testing malicious code protection mechanisms, verify the detection of the code.",NIST SP 800-53 Revision 5,Policy
CCI-002626,"When testing malicious code protection mechanisms, verify the associated incident reporting of the code occurs.",NIST SP 800-53 Revision 5,Policy
CCI-002628,Defines the unauthorized operating system commands that are to be detected through the kernel application programming interface on organization-defined system hardware components.,NIST SP 800-53 Revision 5,Policy
CCI-002629,Defines the system hardware components that are to detect organization-defined unauthorized operating system commands through the kernel programming application interface.,NIST SP 800-53 Revision 5,Policy
CCI-002630,Detect organization-defined unauthorized operating system commands through the kernel application programming interface at organization-defined system hardware components.,NIST SP 800-53 Revision 5,Technical
CCI-002631,Issue a warning; audit the command execution; and/or prevent the execution of the command when organization-defined unauthorized operating system commands are detected.,NIST SP 800-53 Revision 5,Technical
CCI-002634,Defines the tools to be employed to analyze the characteristics and behavior of malicious code.,NIST SP 800-53 Revision 5,Policy
CCI-002635,Defines the techniques to be employed to analyze the characteristics and behavior of malicious code.,NIST SP 800-53 Revision 5,Policy
CCI-002636,Employ organization-defined tools to analyze the characteristics and behavior of malicious code.,NIST SP 800-53 Revision 5,Policy
CCI-002638,Employ organization-defined techniques to analyze the characteristics and behavior of malicious code.,NIST SP 800-53 Revision 5,Policy
CCI-002639,Incorporate the results from malicious code analysis into organizational incident response processes.,NIST SP 800-53 Revision 5,Policy
CCI-002640,Incorporate the results from malicious code analysis into organizational flaw remediation processes.,NIST SP 800-53 Revision 5,Policy
CCI-002641,Monitor the system to detect attacks and indicators of potential attacks in accordance with organization-defined monitoring objectives.,NIST SP 800-53 Revision 5,Policy
CCI-002642,Monitor the system to detect unauthorized local connections.,NIST SP 800-53 Revision 5,Policy
CCI-002643,Monitor the system to detect unauthorized network connections.,NIST SP 800-53 Revision 5,Policy
CCI-002644,Monitor the system to detect unauthorized remote connections.,NIST SP 800-53 Revision 5,Policy
CCI-002645,Defines the techniques and methods to be used to identify unauthorized use of the system.,NIST SP 800-53 Revision 5,Policy
CCI-002646,Identify unauthorized use of the system through organization-defined techniques and methods.,NIST SP 800-53 Revision 5,Policy
CCI-002650,Defines the system monitoring information that is to be provided the organization-defined personnel or roles.,NIST SP 800-53 Revision 5,Policy
CCI-002651,Defines the personnel or roles that are to be provided organization-defined system monitoring information.,NIST SP 800-53 Revision 5,Policy
CCI-002652,Defines the frequency at which the organization will provide the organization-defined system monitoring information to organization-defined personnel or roles.,NIST SP 800-53 Revision 5,Policy
CCI-002654,"Provide organization-defined system monitoring information to organization-defined personnel or roles as needed, and/or per organization-defined frequency.",NIST SP 800-53 Revision 5,Policy
CCI-002655,Connects individual intrusion detection tools into an system-wide intrusion detection system.,NIST SP 800-53 Revision 5,Policy
CCI-002656,Configures individual intrusion detection tools into an system-wide intrusion detection system.,NIST SP 800-53 Revision 5,Technical
CCI-002657,Employ automated tools to integrate intrusion detection tools into access control mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-002658,Employ automated tools to integrate intrusion detection tools into flow control mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-002659,Defines the frequency on which it will monitor inbound communications for unusual or unauthorized activities or conditions.,NIST SP 800-53 Revision 5,Policy
CCI-002660,Defines the frequency on which it will monitor outbound communications for unusual or unauthorized activities or conditions.,NIST SP 800-53 Revision 5,Policy
CCI-002661,Monitor inbound communications traffic per organization-defined frequency for organization-defined unusual or unauthorized activities or conditions.,NIST SP 800-53 Revision 5,Technical
CCI-002662,Monitor outbound communications traffic per organization-defined frequency for organization-defined unusual or unauthorized activities or conditions.,NIST SP 800-53 Revision 5,Technical
CCI-002663,Defines the personnel or roles to receive alerts when organization-defined indicators of compromise or potential compromise occur.,NIST SP 800-53 Revision 5,Policy
CCI-002664,Alert organization-defined personnel or roles when organization-defined compromise indicators generate the occurrence of a compromise or a potential compromise.,NIST SP 800-53 Revision 5,Technical
CCI-002665,Defines the encrypted communications traffic that is to be visible to organization-defined system monitoring tools.,NIST SP 800-53 Revision 5,Policy
CCI-002666,Defines the system monitoring tools that will have visibility into organization-defined encrypted communications traffic.,NIST SP 800-53 Revision 5,Policy
CCI-002667,Make provisions so that organization-defined encrypted communications traffic is visible to organization-defined system monitoring tools.,NIST SP 800-53 Revision 5,Policy
CCI-002668,Defines the interior points within the system where outbound communications will be analyzed to discover anomalies.,NIST SP 800-53 Revision 5,Policy
CCI-002669,Use the traffic and event profiles in tuning system-monitoring devices.,NIST SP 800-53 Revision 5,Policy
CCI-002670,Defines the interior points within the system where outbound communications will be analyzed to detect covert exfiltration of information.,NIST SP 800-53 Revision 5,Policy
CCI-002671,Analyze outbound communications traffic at the external interfaces of the system to detect covert exfiltration of information.,NIST SP 800-53 Revision 5,Policy
CCI-002672,Analyze outbound communications traffic at organization-defined interior points within the system to detect covert exfiltration of information.,NIST SP 800-53 Revision 5,Policy
CCI-002673,Defines the additional monitoring to be implemented for individuals identified as posing an increased level of risk.,NIST SP 800-53 Revision 5,Policy
CCI-002674,Defines the sources that may be used to identify individuals who pose an increased level of risk.,NIST SP 800-53 Revision 5,Policy
CCI-002675,Implement organization-defined additional monitoring of individuals who have been identified by organization-defined sources as posing an increased level of risk.,NIST SP 800-53 Revision 5,Policy
CCI-002676,Defines additional monitoring to be implemented for privileged users.,NIST SP 800-53 Revision 5,Policy
CCI-002677,Implement organization-defined additional monitoring of privileged users.,NIST SP 800-53 Revision 5,Policy
CCI-002678,Defines additional monitoring to be implemented for individuals during an organization-defined probationary period.,NIST SP 800-53 Revision 5,Policy
CCI-002679,Defines the probationary period during which additional monitoring will be implemented for individuals.,NIST SP 800-53 Revision 5,Policy
CCI-002680,Implement organization-defined additional monitoring of individuals during an organization-defined probationary period.,NIST SP 800-53 Revision 5,Policy
CCI-002681,Defines the authorization or approval process for network services.,NIST SP 800-53 Revision 5,Policy
CCI-002682,Defines the personnel or roles to be alerted when unauthorized or unapproved network services are detected.,NIST SP 800-53 Revision 5,Policy
CCI-002683,Detect network services that have not been authorized or approved by the organization-defined authorization or approval processes.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-002684,Audit and/or alert organization-defined personnel when unauthorized network services are detected.,NIST SP 800-53 Revision 5,Technical
CCI-002685,Defines the host-based monitoring mechanisms to be implemented at organization-defined information system components.,NIST SP 800-53 Revision 5,Policy
CCI-002686,Defines the system components at which organization-defined host-based monitoring mechanisms are to be implemented.,NIST SP 800-53 Revision 5,Policy
CCI-002687,Implement organization-defined host-based monitoring mechanisms at organization-defined system components.,NIST SP 800-53 Revision 5,Policy
CCI-002688,Discover indicators of compromise.,NIST SP 800-53 Revision 5,Technical
CCI-002689,Collects indicators of compromise.,NIST SP 800-53 Revision 5,Technical
CCI-002690,"Distribute indicators of compromise provided by organization-defined sources, to organization-defined personnel or roles.",NIST SP 800-53 Revision 5,Technical
CCI-002692,"Defines the external organizations from which it receives information system security alerts, advisories, and directives.",NIST SP 800-53 Revision 5,Policy
CCI-002693,"Defines the elements within the organization to whom the organization will disseminate security alerts, advisories, and directives.",NIST SP 800-53 Revision 5,Policy
CCI-002694,"Defines the external organizations to which the organization will disseminate security alerts, advisories, and directives.",NIST SP 800-53 Revision 5,Policy
CCI-002695,Defines the security functions that require verification of correct operation.,NIST SP 800-53 Revision 5,Policy
CCI-002696,Verify correct operation of organization-defined security functions.,NIST SP 800-53 Revision 5,Technical
CCI-002697,Defines the frequency at which it will verify correct operation of organization-defined security functions.,NIST SP 800-53 Revision 5,Policy
CCI-002698,Defines the system transitional states when the system will verify correct operation of organization-defined security functions.,NIST SP 800-53 Revision 5,Policy
CCI-002699,Perform verification of the correct operation of organization-defined security functions: when the system is in an organization-defined transitional state; upon command by a user with appropriate privileges; and/or on an organization-defined frequency.,NIST SP 800-53 Revision 5,Technical
CCI-002700,Defines the personnel or roles to be notified when security verification tests fail.,NIST SP 800-53 Revision 5,Policy
CCI-002701,Defines alternative action(s) to be taken when anomalies in the operation of organization-defined security functions are discovered.,NIST SP 800-53 Revision 5,Policy
CCI-002702,"Shut the system down, restart the system, and/or initiate organization-defined alternative action(s) when anomalies in the operation of the organization-defined security functions are discovered.",NIST SP 800-53 Revision 5,Technical
CCI-002703,"Defines the software, firmware, and information which will be subjected to integrity verification tools to detect unauthorized changes.",NIST SP 800-53 Revision 5,Policy
CCI-002704,"Employ integrity verification tools to detect unauthorized changes to organization-defined software, firmware, and information.",NIST SP 800-53 Revision 5,Policy
CCI-002705,Defines the software on which integrity checks will be performed.,NIST SP 800-53 Revision 5,Policy
CCI-002706,Defines the firmware on which integrity checks will be performed.,NIST SP 800-53 Revision 5,Policy
CCI-002707,Defines the information on which integrity checks will be performed.,NIST SP 800-53 Revision 5,Policy
CCI-002708,"Defines the transitional state or security-relevant events when performing integrity checks on software, firmware, and information.",NIST SP 800-53 Revision 5,Policy
CCI-002709,"Defines the frequency at which integrity checks of software, firmware, and information will be performed.",NIST SP 800-53 Revision 5,Policy
CCI-002710,"Perform an integrity check of organization-defined software at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency.",NIST SP 800-53 Revision 5,Technical
CCI-002711,"Perform an integrity check of organization-defined firmware at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency.",NIST SP 800-53 Revision 5,Technical
CCI-002712,"Perform an integrity check of organization-defined information at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency.",NIST SP 800-53 Revision 5,Technical
CCI-002713,Defines the personnel or roles to be notified when discrepancies are discovered during integrity verification.,NIST SP 800-53 Revision 5,Policy
CCI-002714,Defines the controls that are to be employed when integrity violations are discovered.,NIST SP 800-53 Revision 5,Policy
CCI-002715,"Automatically shut the system down, restart the system, and/or implement organization-defined controls when integrity violations are discovered.",NIST SP 800-53 Revision 5,Technical
CCI-002716,Implement cryptographic mechanisms to detect unauthorized changes to software.,NIST SP 800-53 Revision 5,Technical
CCI-002717,Implement cryptographic mechanisms to detect unauthorized changes to firmware.,NIST SP 800-53 Revision 5,Technical
CCI-002718,Implement cryptographic mechanisms to detect unauthorized changes to information.,NIST SP 800-53 Revision 5,Technical
CCI-002719,Defines the unauthorized security-relevant changes to the system that are to be incorporated into the organizational incident response capability.,NIST SP 800-53 Revision 5,Policy
CCI-002720,Incorporate the detection of organization-defined security-relevant unauthorized changes into the organizational incident response capability.,NIST SP 800-53 Revision 5,Policy
CCI-002721,Defines the personnel or roles that are to be alerted when a potential integrity violation is detected.,NIST SP 800-53 Revision 5,Policy
CCI-002722,Defines other actions that can be taken when a potential integrity violation is detected.,NIST SP 800-53 Revision 5,Policy
CCI-002723,"Upon detection of a potential integrity violation, provides the capability to audit the event.",NIST SP 800-53 Revision 5,Technical
CCI-002724,"Upon detection of a potential integrity violation, initiate one or more of the following actions: generate an audit record; alert the current user; alert organization-defined personnel or roles; and/or organization-defined other actions.",NIST SP 800-53 Revision 5,Technical
CCI-002725,Defines the system component which will have the integrity of the boot process verified.,NIST SP 800-53 Revision 5,Policy
CCI-002726,Verify the integrity of the boot process of organization-defined system components.,NIST SP 800-53 Revision 5,Technical
CCI-002727,Defines the mechanisms to be implemented to protect the integrity of the boot firmware in organization-defined system components.,NIST SP 800-53 Revision 5,Policy
CCI-002728,Defines the system components on which organization-defined mechanisms will be implemented to protect the integrity of the boot firmware.,NIST SP 800-53 Revision 5,Policy
CCI-002729,Implement organization-defined mechanisms to protect the integrity of boot firmware in organization-defined system components.,NIST SP 800-53 Revision 5,Technical
CCI-002732,Defines the user-installed software that is to have its integrity verified prior to execution.,NIST SP 800-53 Revision 5,Policy
CCI-002733,Require that the integrity of organization-defined user-installed software be verified prior to execution.,NIST SP 800-53 Revision 5,Policy
CCI-002734,Defines the personnel or roles which have the authority to explicitly approve binary or machine-executable code.,NIST SP 800-53 Revision 5,Policy
CCI-002739,Defines the software or firmware components on which cryptographic mechanisms are to be implemented to support authentication prior to installation.,NIST SP 800-53 Revision 5,Policy
CCI-002740,Implement cryptographic mechanisms to authenticate organization-defined software or firmware components prior to installation.,NIST SP 800-53 Revision 5,Technical
CCI-002741,Employ spam protection mechanisms at system entry points to detect and take action on unsolicited messages.,NIST SP 800-53 Revision 5,Policy
CCI-002742,Employ spam protection mechanisms at system exit points to detect and take action on unsolicited messages.,NIST SP 800-53 Revision 5,Policy
CCI-002743,Implement spam protection mechanisms with a learning capability to more effectively identify legitimate communications traffic.,NIST SP 800-53 Revision 5,Technical
CCI-002744,Defines the inputs on which the system is to conduct validity checks.,NIST SP 800-53 Revision 5,Policy
CCI-002745,"Defines the inputs defined in base control (SI-10), which provide a manual override capability for input validation.",NIST SP 800-53 Revision 5,Policy
CCI-002746,Provide a manual override capability for input validation of organization-defined inputs defined in base control (SI-10).,NIST SP 800-53 Revision 5,Technical
CCI-002747,Defines the individuals who have the authorization to use the manual override capability for input validation.,NIST SP 800-53 Revision 5,Policy
CCI-002748,Restrict the use of the manual override capability to only organization-defined authorized individuals.,NIST SP 800-53 Revision 5,Technical
CCI-002749,Audit the use of the manual override capability.,NIST SP 800-53 Revision 5,Technical
CCI-002750,Defines the time-period within which input validation errors are to be reviewed.,NIST SP 800-53 Revision 5,Policy
CCI-002751,Defines the time-period within which input validation errors are to be resolved.,NIST SP 800-53 Revision 5,Policy
CCI-002752,Review input validation errors within an organization-defined time period.,NIST SP 800-53 Revision 5,Policy
CCI-002753,Resolve input validation errors within an organization-defined time period.,NIST SP 800-53 Revision 5,Policy
CCI-002754,Verify that the system behaves in a predictable and documented manner that reflects organizational and system objectives when invalid inputs are received.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-002755,Account for timing interactions among system components in determining appropriate responses for invalid inputs.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-002756,"Defines the trusted sources to which the usage of information inputs will be restricted (e.g., whitelisting).",NIST SP 800-53 Revision 5,Policy
CCI-002757,Defines the acceptable formats to which information inputs are restricted.,NIST SP 800-53 Revision 5,Policy
CCI-002758,Restrict the use of information inputs to organization-defined trusted sources and/or organization-defined formats.,NIST SP 800-53 Revision 5,Policy
CCI-002759,Defines the personnel or roles to whom error messages are to be revealed.,NIST SP 800-53 Revision 5,Policy
CCI-002760,Determines mean time to failure (MTTF) for organization-defined system components in specific environments of operation.,NIST SP 800-53 Revision 5,Policy
CCI-002761,Defines the system components in specific environments of operation for which the mean time to failure (MTTF) is to be determined.,NIST SP 800-53 Revision 5,Policy
CCI-002762,Defines the mean time to failure (MTTF) substitution criteria to be employed as a means to determine the need to exchange active and standby components.,NIST SP 800-53 Revision 5,Policy
CCI-002763,Provides a means to exchange active and standby components in accordance with the organization-defined mean time to failure (MTTF) substitution criteria.,NIST SP 800-53 Revision 5,Policy
CCI-002764,Defines non-persistent system components and services to be implemented.,NIST SP 800-53 Revision 5,Policy
CCI-002765,Defines the frequency at which the organization-defined non-persistent system components and services will be terminated.,NIST SP 800-53 Revision 5,Policy
CCI-002766,Implement organization-defined non-persistence system components and services that are initiated in a known state.,NIST SP 800-53 Revision 5,Policy
CCI-002767,Implement organization-defined non-persistence system components and services that are terminated upon end of session of use and/or periodically at an organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
CCI-002768,Defines the trusted sources from which it obtains software and data employed during the refreshing of non-persistent system components and services.,NIST SP 800-53 Revision 5,Policy
CCI-002769,Obtain software and data employed during non-persistent system component and service refreshes are obtained from organization-defined trusted sources.,NIST SP 800-53 Revision 5,Policy
CCI-002770,Defines the software programs and/or applications from which the system is to validate the information output to ensure the information is consistent with expected content.,NIST SP 800-53 Revision 5,Policy
CCI-002771,Validate information output from organization-defined software programs and/or applications to ensure that the information is consistent with the expected content.,NIST SP 800-53 Revision 5,Technical
CCI-002773,Defines the fail-safe procedures to be implemented when organization-defined failure conditions occur.,NIST SP 800-53 Revision 5,Policy
CCI-002774,"Defines the failure conditions which, when they occur, will result in the information system implementing organization-defined fail-safe procedures.",NIST SP 800-53 Revision 5,Policy
CCI-002775,Implement organization-defined fail-safe procedures when organization-defined failure conditions occur.,NIST SP 800-53 Revision 5,Technical
CCI-002776,Defines the personnel or roles to whom the organization-level; mission/business process-level; and/or system-level incident response policy is disseminated.,NIST SP 800-53 Revision 5,Policy
CCI-002777,Defines the personnel or roles to whom the incident response procedures are disseminated.,NIST SP 800-53 Revision 5,Policy
CCI-002778,Defines the time period in which system users who assume an incident response role or responsibility receive incident response training.,NIST SP 800-53 Revision 5,Policy
CCI-002779,Provide incident response training to system users consistent with assigned roles and responsibilities when required by system changes.,NIST SP 800-53 Revision 5,Policy
CCI-002780,Coordinate incident response testing with organizational elements responsible for related plans.,NIST SP 800-53 Revision 5,Policy
CCI-002781,Defines the system components for dynamic reconfiguration as part of the incident response capability.,NIST SP 800-53 Revision 5,Policy
CCI-002782,Implement an incident handling capability for incidents involving insider threats.,NIST SP 800-53 Revision 5,Policy
CCI-002785,Coordinate with organization-defined external organizations to correlate and share organization-defined incident information to achieve a cross-organization perspective on incident awareness and more effective incident responses.,NIST SP 800-53 Revision 5,Policy
CCI-002786,Defines external organizations with which to correlate and share organization-defined incident information.,NIST SP 800-53 Revision 5,Policy
CCI-002787,Defines incident information to correlate and share with organization-defined external organizations.,NIST SP 800-53 Revision 5,Policy
CCI-002788,Employ organization-defined dynamic response capabilities to effectively respond to incidents.,NIST SP 800-53 Revision 5,Policy
CCI-002789,Defines dynamic response capabilities to effectively respond to incidents.,NIST SP 800-53 Revision 5,Policy
CCI-002790,Coordinate incident handling activities involving supply chain events with other organizations involved in the supply chain.,NIST SP 800-53 Revision 5,Policy
CCI-002791,Defines authorities to whom incident information is reported.,NIST SP 800-53 Revision 5,Policy
CCI-002792,Defines personnel or roles to whom system vulnerabilities associated with reported incident information are reported.,NIST SP 800-53 Revision 5,Policy
CCI-002793,Provide incident information to other organizations involved in the supply chain or supply chain governance for systems or system components related to the incident.,NIST SP 800-53 Revision 5,Policy
CCI-002794,Develop an incident response plan.,NIST SP 800-53 Revision 5,Policy
CCI-002795,Develop an incident response plan that provides the organization with a roadmap for implementing its incident response capability.,NIST SP 800-53 Revision 5,Policy
CCI-002796,Develop an incident response plan that describes the structure and organization of the incident response capability.,NIST SP 800-53 Revision 5,Policy
CCI-002797,Develop an incident response plan that provides a high-level approach for how the incident response capability fits into the overall organization.,NIST SP 800-53 Revision 5,Policy
CCI-002798,"Develop an incident response plan that meets the unique requirements of the organization, which relate to mission, size, structure, and functions.",NIST SP 800-53 Revision 5,Policy
CCI-002799,Develop an incident response plan that defines reportable incidents.,NIST SP 800-53 Revision 5,Policy
CCI-002800,Develop an incident response plan that provides metrics for measuring the incident response capability within the organization.,NIST SP 800-53 Revision 5,Policy
CCI-002801,Develop an incident response plan that defines the resources and management support needed to effectively maintain and mature an incident response capability.,NIST SP 800-53 Revision 5,Policy
