ISO 27001 ID,ISO 27002 ID,Security Control Type,Security Control Name,Security Control Description,Security Control Purpose,Guidance,Other Information,Type,Phase
A.8.16,8.16,Technological controls,Monitoring activities,"Networks, systems and applications shall be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.",To detect anomalous behavior and potential information security incidents.,"The monitoring scope and level should be determined in accordance with business and information security requirements and taking into consideration relevant laws and regulations. Monitoring records should be maintained for defined retention periods. The following should be considered for inclusion within the monitoring system: a) outbound and inbound network, system and application traffic; b) access to systems, servers, networking equipment, monitoring system, critical applications, etc.; c) critical or admin level system and network configuration files; d) logs from security tools [e.g. antivirus, IDS, intrusion prevention system (IPS), web filters, firewalls, data leakage prevention]; e) event logs relating to system and network activity; f) checking that the code being executed is authorized to run in the system and that it has not been tampered with (e.g. by recompilation to add additional unwanted code); g) use of the resources (e.g. CPU, hard disks, memory, bandwidth) and their performance. The organization should establish a baseline of normal behavior and monitor against this baseline for anomalies. When establishing a baseline, the following should be considered: a) reviewing utilization of systems at normal and peak periods; b) usual time of access, location of access, frequency of access for each user or group of users. The monitoring system should be configured against the established baseline to identify anomalous behavior, such as: a) unplanned termination of processes or applications; b) activity typically associated with malware or traffic originating from known malicious IP addresses or network domains (e.g. those associated with botnet command and control servers); c) known attack characteristics (e.g. denial of service and buffer overflows); d) unusual system behavior (e.g. keystroke logging, process injection and deviations in use of standard protocols); e) bottlenecks and overloads (e.g. network queuing, latency levels and network jitter); f) unauthorized access (actual or attempted) to systems or information; g) unauthorized scanning of business applications, systems and networks; h) successful and unsuccessful attempts to access protected resources (e.g. DNS servers, web portals and file systems); i) unusual user and system behavior in relation to expected behavior. Continuous monitoring via a monitoring tool should be used. Monitoring should be done in real time or in periodic intervals, subject to organizational need and capabilities. Monitoring tools should include the ability to handle large amounts of data, adapt to a constantly changing threat landscape, and allow for real-time notification. The tools should also be able to recognize specific signatures and data or network or application behavior patterns. Automated monitoring software should be configured to generate alerts (e.g. via management consoles, email messages or instant messaging systems) based on predefined thresholds. The alerting system should be tuned and trained on the organization’s baseline to minimize false positives. Personnel should be dedicated to respond to alerts and should be properly trained to accurately interpret potential incidents. There should be redundant systems and processes in place to receive and respond to alert notifications. Abnormal events should be communicated to relevant parties in order to improve the following activities: auditing, security evaluation, vulnerability scanning and monitoring (see 5.25). Procedures should be in place to respond to positive indicators from the monitoring system in a timely manner, in order to minimize the effect of adverse events (see 5.26) on information security. Procedures should also be established to identify and address false positives including tuning the monitoring software to reduce the number of future false positives.","Security monitoring can be enhanced by: a) leveraging threat intelligence systems (see 5.7); b) leveraging machine learning and artificial intelligence capabilities; c) using blocklists or allowlists; d) undertaking a range of technical security assessments (e.g. vulnerability assessments, penetration testing, cyber-attack simulations and cyber response exercises), and using the results of these assessments to help determine baselines or acceptable behavior; e) using performance monitoring systems to help establish and detect anomalous behavior; f) leveraging logs in combination with monitoring systems. Monitoring activities are often conducted using specialist software, such as intrusion detection systems. These can be configured to a baseline of normal, acceptable and expected system and network activities. Monitoring for anomalous communications helps in the identification of botnets (i.e. set of devices under the malicious control of the botnet owner, usually used for mounting distributed denial of service attacks on other computers of other organizations). If the computer is being controlled by an external device, there is a communication between the infected device and the controller. The organization should therefore employ technologies to monitor for anomalous communications and take such action as necessary.","Detective,Corrective","Detect,Respond"
A.8.17,8.17,Technological controls,Clock synchronization,The clocks of information processing systems used by the organization shall be synchronized to approved time sources.,"To enable the correlation and analysis of security-related events and other recorded data, and to support investigations into information security incidents.","External and internal requirements for time representation, reliable synchronization and accuracy should be documented and implemented. Such requirements can be from legal, statutory, regulatory, contractual, standards and internal monitoring needs. A standard reference time for use within the organization should be defined and considered for all systems, including building management systems, entry and exit systems and others that can be used to aid investigations. A clock linked to a radio time broadcast from a national atomic clock or global positioning system (GPS) should be used as the reference clock for logging systems; a consistent, trusted date and time source to ensure accurate time-stamps. Protocols such as network time protocol (NTP) or precision time protocol (PTP) should be used to keep all networked systems in synchronization with a reference clock. The organization can use two external time sources at the same time in order to improve the reliability of external clocks, and appropriately manage any variance. Clock synchronization can be difficult when using multiple cloud services or when using both cloud and on-premises services. In this case, the clock of each service should be monitored and the difference recorded in order to mitigate risks arising from discrepancies.","The correct setting of computer clocks is important to ensure the accuracy of event logs, which can be required for investigations or as evidence in legal and disciplinary cases. Inaccurate audit logs can hinder such investigations and damage the credibility of such evidence.",Detective,"Protect,Detect"
A.8.18,8.18,Technological controls,Use of privileged utility programs,The use of utility programs that can be capable of overriding system and application controls shall be restricted and tightly controlled.,To ensure the use of utility programs does not harm system and application controls for information security.,"The following guidelines for the use of utility programs that can be capable of overriding system and application controls should be considered: a) limitation of the use of utility programs to the minimum practical number of trusted, authorized users (see 8.2); b) use of identification, authentication and authorization procedures for utility programs, including unique identification of the person who uses the utility program; c) defining and documenting of authorization levels for utility programs; d) authorization for ad hoc use of utility programs; e) not making utility programs available to users who have access to applications on systems where segregation of duties is required; f) removing or disabling all unnecessary utility programs; g) at a minimum, logical segregation of utility programs from application software. Where practical, segregating network communications for such programs from application traffic; h) limitation of the availability of utility programs (e.g. for the duration of an authorized change); i) logging of all use of utility programs.","Most information systems have one or more utility programs that can be capable of overriding system and application controls, for example diagnostics, patching, antivirus, disk defragmenters, debuggers, backup and network tools.",Preventive,Protect
A.8.19,8.19,Technological controls,Installation of software on operational systems,Procedures and measures shall be implemented to securely manage software installation on operational systems.,To ensure the integrity of operational systems and prevent exploitation of technical vulnerabilities.,"The following guidelines should be considered to securely manage changes and installation of software on operational systems: a) performing updates of operational software only by trained administrators upon appropriate management authorization (see 8.5); b) ensuring that only approved executable code and no development code or compilers is installed on operational systems; c) only installing and updating software after extensive and successful testing (see 8.29 and 8.31); d) updating all corresponding program source libraries; e) using a configuration control system to keep control of all operational software as well as the system documentation; f) defining a rollback strategy before changes are implemented; g) maintaining an audit log of all updates to operational software; h) archiving old versions of software, together with all required information and parameters, procedures, configuration details and supporting software as a contingency measure, and for as long as the software is required to read or process archived data. Any decision to upgrade to a new release should take into account the business requirements for the change and the security of the release (e.g. the introduction of new information security functionality or the number and severity of information security vulnerabilities affecting the current version). Software patches should be applied when they can help to remove or reduce information security vulnerabilities (see 8.8 and 8.19). Computer software can rely on externally supplied software and packages (e.g. software programs using modules which are hosted on external sites), which should be monitored and controlled to avoid unauthorized changes, because they can introduce information security vulnerabilities. Vendor supplied software used in operational systems should be maintained at a level supported by the supplier. Over time, software vendors will cease to support older versions of software. The organization should consider the risks of relying on unsupported software. Open source software used in operational systems should be maintained to the latest appropriate release of the software. Over time, open source code can cease to be maintained but is still available in an open source software repository. The organization should also consider risks of relying on unmaintained open source software when used in operational systems. When suppliers are involved in installing or updating software, physical or logical access should only be given when necessary and with appropriate authorization. The supplier’s activities should be monitored (see 5.22). The organization should define and enforce strict rules on which types of software users can install. The principle of least privilege should be applied to software installation on operational systems. The organization should identify what types of software installations are permitted (e.g. updates and security patches to existing software) and what types of installations are prohibited (e.g. software that is only for personal use and software whose pedigree with regard to being potentially malicious is unknown or suspect). These privileges should be granted based on the roles of the users concerned.",No other information.,Preventive,Protect
A.8.20,8.20,Technological controls,Networks security,"Networks and network devices shall be secured, managed and controlled to protect information in systems and applications.",To protect information in networks and its supporting information processing facilities from compromise via the network.,"Controls should be implemented to ensure the security of information in networks and to protect connected services from unauthorized access. In particular, the following items should be considered: a) the type and classification level of information that the network can support; b) establishing responsibilities and procedures for the management of networking equipment and devices; c) maintaining up to date documentation including network diagrams and configuration files of devices (e.g. routers, switches); d) separating operational responsibility for networks from ICT system operations where appropriate (see 5.3); e) establishing controls to safeguard the confidentiality and integrity of data passing over public networks, third-party networks or over wireless networks and to protect the connected systems and applications (see 5.22, 8.24, 5.14 and 6.6). Additional controls can also be required to maintain the availability of the network services and computers connected to the network; f) appropriately logging and monitoring to enable recording and detection of actions that can affect, or are relevant to, information security (see 8.16 and 8.15); g) closely coordinating network management activities both to optimize the service to the organization and to ensure that controls are consistently applied across the information processing infrastructure; h) authenticating systems on the network; i) restricting and filtering systems connection to the network (e.g. using firewalls); j) detecting, restricting and authenticating the connection of equipment and devices to the network; k) hardening of network devices; l) segregating network administration channels from other network traffic; m) temporarily isolating critical subnetworks (e.g. with drawbridges) if the network is under attack; n) disabling vulnerable network protocols. The organization should ensure that appropriate security controls are applied to the use of virtualized networks. Virtualized networks also cover software-defined networking (SDN, SD-WAN). Virtualized networks can be desirable from a security viewpoint, since they can permit logical separation of communication taking place over physical networks, particularly for systems and applications that are implemented using distributed computing.",Additional information on network security can be found in the ISO/IEC 27033 series. More information concerning virtualized networks can be found in ISO/IEC TS 23167.,"Preventive,Detective","Protect,Detect"
A.8.21,8.21,Technological controls,Security of network services,"Security mechanisms, service levels and service requirements of network services shall be identified, implemented and monitored.",To ensure security in the use of network services.,"The security measures necessary for particular services, such as security features, service levels and service requirements, should be identified and implemented (by internal or external network service providers). The organization should ensure that network service providers implement these measures. The ability of the network service provider to manage agreed services in a secure way should be determined and regularly monitored. The right to audit should be agreed between the organization and the provider. The organization should also consider third-party attestations provided by service providers to demonstrate they maintain appropriate security measures. Rules on the use of networks and network services should be formulated and implemented to cover: a) the networks and network services which are allowed to be accessed; b) authentication requirements for accessing various network services; c) authorization procedures for determining who is allowed to access which networks and networked services; d) network management and technological controls and procedures to protect access to network connections and network services; e) the means used to access networks and network services [e.g. use of virtual private network (VPN) or wireless network]; f) time, location and other attributes of the user at the time of the access; g) monitoring of the use of network services. The following security features of network services should be considered: a) technology applied for security of network services, such as authentication, encryption and network connection controls; b) technical parameters required for secured connection with the network services in accordance with the security and network connection rules; c) caching (e.g. in a content delivery network) and its parameters that allow users to choose the use of caching in accordance with performance, availability and confidentiality requirements; d) procedures for the network service usage to restrict access to network services or applications, where necessary.","Network services include the provision of connections, private network services and managed network security solutions such as firewalls and intrusion detection systems. These services can range from simple unmanaged bandwidth to complex value-added offerings. More guidance on a framework for access management is given in ISO/IEC 29146.",Preventive,Protect
A.8.22,8.22,Technological controls,Segregation of networks,"Groups of information services, users and information systems shall be segregated in the organization’s networks.",To split the network in security boundaries and to control traffic between them based on business needs.,"The organization should consider managing the security of large networks by dividing them into separate network domains and separating them from the public network (i.e. internet). The domains can be chosen based on levels of trust, criticality and sensitivity (e.g. public access domain, desktop domain, server domain, low- and high-risk systems), along organizational units (e.g. human resources, finance, marketing) or some combination (e.g. server domain connecting to multiple organizational units). The segregation can be done using either physically different networks or by using different logical networks. The perimeter of each domain should be well-defined. If access between network domains is allowed, it should be controlled at the perimeter using a gateway (e.g. firewall, filtering router). The criteria for segregation of networks into domains, and the access allowed through the gateways, should be based on an assessment of the security requirements of each domain. The assessment should be in accordance with the topic-specific policy on access control (see 5.15), access requirements, value and classification of information processed and take account of the relative cost and performance impact of incorporating suitable gateway technology. Wireless networks require special treatment due to the poorly-defined network perimeter. Radio coverage adjustment should be considered for segregation of wireless networks. For sensitive environments, consideration should be made to treat all wireless access as external connections and to segregate this access from internal networks until the access has passed through a gateway in accordance with network controls (see 8.20) before granting access to internal systems. Wireless access network for guests should be segregated from those for personnel if personnel only use controlled user endpoint devices compliant to the organization’s topic-specific policies. Wi-Fi for guests should have at least the same restrictions as Wi-Fi for personnel, in order to discourage the use of guest Wi-Fi by personnel.","Networks often extend beyond organizational boundaries, as business partnerships are formed that require the interconnection or sharing of information processing and networking facilities. Such extensions can increase the risk of unauthorized access to the organization’s information systems that use the network, some of which require protection from other network users because of their sensitivity or criticality.",Preventive,Protect
A.8.23,8.23,Technological controls,Web filtering,Access to external websites shall be managed to reduce exposure to malicious content.,To protect systems from being compromised by malware and to prevent access to unauthorized web resources.,"The organization should reduce the risks of its personnel accessing websites that contain illegal information or are known to contain viruses or phishing material. A technique for achieving this works by blocking the IP address or domain of the website(s) concerned. Some browsers and anti-malware technologies do this automatically or can be configured to do so. The organization should identify the types of websites to which personnel should or should not have access. The organization should consider blocking access to the following types of websites: a) websites that have an information upload function unless permitted for valid business reasons; b) known or suspected malicious websites (e.g. those distributing malware or phishing contents); c) command and control servers; d) malicious website acquired from threat intelligence (see 5.7); e) websites sharing illegal content. Prior to deploying this control, the organization should establish rules for safe and appropriate use of online resources, including any restriction to undesirable or inappropriate websites and web-based applications. The rules should be kept up-to-date. Training should be given to personnel on the secure and appropriate use of online resources including access to the web. The training should include the organization’s rules, contact point for raising security concerns, and exception process when restricted web resources need to be accessed for legitimate business reasons. Training should also be given to personnel to ensure that they do not overrule any browser advisory that reports that a website is not secure but allows the user to proceed.","Web filtering can include a range of techniques including signatures, heuristics, list of acceptable websites or domains, list of prohibited websites or domains and bespoke configuration to help prevent malicious software and other malicious activity from attacking the organization’s network and systems.",Preventive,Protect
A.8.24,8.24,Technological controls,Use of cryptography,"Rules for the effective use of cryptography, including cryptographic key management, shall be defined and implemented.","To ensure proper and effective use of cryptography to protect the confidentiality, authenticity or integrity of information according to business and information security requirements, and taking into consideration legal, statutory, regulatory and contrac","When using cryptography, the following should be considered: a) the topic-specific policy on cryptography defined by the organization, including the general principles for the protection of information. A topic-specific policy on the use of cryptography is necessary to maximize the benefits and minimize the risks of using cryptographic techniques and to avoid inappropriate or incorrect use; b) identifying the required level of protection and the classification of the information and consequently establishing the type, strength and quality of the cryptographic algorithms required; c) the use of cryptography for protection of information held on mobile user endpoint devices or storage media and transmitted over networks to such devices or storage media; d) the approach to key management, including methods to deal with the generation and protection of cryptographic keys and the recovery of encrypted information in the case of lost, compromised or damaged keys; e) roles and responsibilities for: 1) the implementation of the rules for the effective use of cryptography; 2) the key management, including key generation (see 8.24); f) the standards to be adopted, as well as cryptographic algorithms, cipher strength, cryptographic solutions and usage practices that are approved or required for use in the organization; g) the impact of using encrypted information on controls that rely on content inspection (e.g. malware detection or content filtering). When implementing the organization’s rules for effective use of cryptography, the regulations and national restrictions that can apply to the use of cryptographic techniques in different parts of the world should be taken into consideration as well as the issues of trans-border flow of encrypted information (see 5.31). The contents of service level agreements or contracts with external suppliers of cryptographic services (e.g. with a certification authority) should cover issues of liability, reliability of services and response times for the provision of services (see 5.22). Key management Appropriate key management requires secure processes for generating, storing, archiving, retrieving, distributing, retiring and destroying cryptographic keys. A key management system should be based on an agreed set of standards, procedures and secure methods for: a) generating keys for different cryptographic systems and different applications; b) issuing and obtaining public key certificates; c) distributing keys to intended entities, including how to activate keys when received; d) storing keys, including how authorized users obtain access to keys; e) changing or updating keys including rules on when to change keys and how this will be done; f) dealing with compromised keys; g) revoking keys including how to withdraw or deactivate keys [e.g. when keys have been compromised or when a user leaves an organization (in which case keys should also be archived)]; h) recovering keys that are lost or corrupted; i) backing up or archiving keys; j) destroying keys; k) logging and auditing of key management related activities; l) setting activation and deactivation dates for keys so that the keys can only be used for the period of time according to the organization's rules on key management; m) handling legal requests for access to cryptographic keys (e.g. encrypted information can be required to be made available in an unencrypted form as evidence in a court case). All cryptographic keys should be protected against modification and loss. In addition, secret and private keys need protection against unauthorized use as well as disclosure. Equipment used to generate, store and archive keys should be physically protected. In addition to integrity, for many use cases, the authenticity of public keys should also be considered.","The authenticity of public keys is usually addressed by public key management processes using certificate authorities and public key certificates, but it is also possible to address it by using technologies such as applying manual processes for small number keys. Cryptography can be used to achieve different information security objectives, for example: a) confidentiality: using encryption of information to protect sensitive or critical information, either stored or transmitted; b) integrity or authenticity: using digital signatures or message authentication codes to verify the authenticity or integrity of stored or transmitted sensitive or critical information. Using algorithms for the purpose of file integrity checking; c) non-repudiation: using cryptographic techniques to provide evidence of the occurrence or nonoccurrence of an event or action; d) authentication: using cryptographic techniques to authenticate users and other system entities requesting access to or transacting with system users, entities and resources. The ISO/IEC 11770 series provides further information on key management.",Preventive,Protect
A.8.25,8.25,Technological controls,Secure development life cycle,Rules for the secure development of software and systems shall be established and applied.,To ensure information security is designed and implemented within the secure development life cycle of software and systems.,"Secure development is a requirement to build up a secure service, architecture, software and system. To achieve this, the following aspects should be considered: a) separation of development, test and production environments (see 8.31); b) guidance on the security in the software development life cycle: 1) security in the software development methodology (see 8.28 and 8.27); 2) secure coding guidelines for each programming language used (see 8.28); c) security requirements in the specification and design phase (see 5.8); d) security checkpoints in projects (see 5.8); e) system and security testing, such as regression testing, code scan and penetration tests (see 8.29); f) secure repositories for source code and configuration (see 8.4 and 8.9); g) security in the version control (see 8.32); h) required application security knowledge and training (see 8.28); i) developers’ capability for preventing, finding and fixing vulnerabilities (see 8.28); j) licensing requirements and alternatives to ensure cost-effective solutions while avoiding future licensing issues (See 5.32). If development is outsourced, the organization should obtain assurance that the supplier complies with the organization’s rules for secure development (see 8.30).","Development can also take place inside applications, such as office applications, scripting, browsers and databases.",Preventive,Protect
A.8.26,8.26,Technological controls,Application security requirements,"Information security requirements shall be identified, specified and approved when developing or acquiring applications.",To ensure all information security requirements are identified and addressed when developing or acquiring applications.,"General Application security requirements should be identified and specified. These requirements are usually determined through a risk assessment. The requirements should be developed with the support of information security specialists. Application security requirements can cover a wide range of topics, depending on the purpose of the application. Application security requirements should include, as applicable: a) level of trust in identity of entities [e.g. through authentication (see 5.17, 8.2 and 8.5)]; b) identifying the type of information and classification level to be processed by the application; c) need for segregation of access and level of access to data and functions in the application; d) resilience against malicious attacks or unintentional disruptions [e.g. protection against buffer overflow or structured query language (SQL) injections]; e) legal, statutory and regulatory requirements in the jurisdiction where the transaction is generated, processed, completed or stored; f) need for privacy associated with all parties involved; g) the protection requirements of any confidential information; h) protection of data while being processed, in transit and at rest; i) need to securely encrypt communications between all involved parties; j) input controls, including integrity checks and input validation; k) automated controls (e.g. approval limits or dual approvals); l) output controls, also considering who can access outputs and its authorization; m) restrictions around content of ""free-text"" fields, as these can lead to uncontrolled storage of confidential data (e.g. personal data); n) requirements derived from the business process, such as transaction logging and monitoring, nonrepudiation requirements; o) requirements mandated by other security controls (e.g. interfaces to logging and monitoring or data leakage detection systems); p) error message handling. Transactional services Additionally, for applications offering transactional services between the organization and a partner, the following should be considered when identifying information security requirements: a) the level of trust each party requires in each other’s claimed identity; b) the level of trust required in the integrity of information exchanged or processed and the mechanisms for identification of lack of integrity (e.g. cyclic redundancy check, hashing, digital signatures); c) authorization processes associated with who can approve contents of, issue or sign key transactional documents; d) confidentiality, integrity, proof of dispatch and receipt of key documents and the non-repudiation (e.g. contracts associated with tendering and contract processes); e) the confidentiality and integrity of any transactions (e.g. orders, delivery address details and confirmation of receipts); f) requirements on how long to maintain a transaction confidential; g) insurance and other contractual requirements. Electronic ordering and payment applications Additionally, for applications involving electronic ordering and payment, the following should be considered: a) requirements for maintaining the confidentiality and integrity of order information; b) the degree of verification appropriate to verify payment information supplied by a customer; c) avoidance of loss or duplication of transaction information; d) storing transaction details outside of any publicly accessible environment (e.g. on a storage platform existing on the organizational intranet, and not retained and exposed on electronic storage media directly accessible from the internet); e) where a trusted authority is used (e.g. for the purposes of issuing and maintaining digital signatures or digital certificates) security is integrated and embedded throughout the entire end to- end certificate or signature management process. Several of the above considerations can be addressed by the application of cryptography (see 8.24), taking into consideration legal requirements (see 5.31 to 5.36, especially see 5.31 for cryptography legislation).","Applications accessible via networks are subject to a range of network related threats, such as fraudulent activities, contract disputes or disclosure of information to the public; incomplete transmission, misrouting, unauthorized message alteration, duplication or replay. Therefore, detailed risk assessments and careful determination of controls are indispensable. Controls required often include cryptographic methods for authentication and securing data transfer. Further information on application security can be found in the ISO/IEC 27034 series.",Preventive,Protect
A.8.27,8.27,Technological controls,Secure system architecture and engineering principles,"Principles for engineering secure systems shall be established, documented, maintained and applied to any information system development activities.","To ensure information systems are securely designed, implemented and operated within the development life cycle.","Security engineering principles should be established, documented and applied to information system engineering activities. Security should be designed into all architecture layers (business, data, applications and technology). New technology should be analyzed for security risks and the design should be reviewed against known attack patterns. Secure engineering principles provide guidance on user authentication techniques, secure session control and data validation and sanitization. Secure system engineering principles should include analysis of: a) the full range of security controls required to protect information and systems against identified threats; b) the capabilities of security controls to prevent, detect or respond to security events; c) specific security controls required by particular business processes (e.g. encryption of sensitive information, integrity checking and digitally signing information); d) where and how security controls are to be applied (e.g. by integrating with a security architecture and the technical infrastructure); e) how individual security controls (manual and automated) work together to produce an integrated set of controls. Security engineering principles should take account of: a) the need to integrate with a security architecture; b) technical security infrastructure [e.g. public key infrastructure (PKI), identity and access management (IAM), data leakage prevention and dynamic access management]; c) capability of the organization to develop and support the chosen technology; d) cost, time and complexity of meeting security requirements; e) current good practices. Secure system engineering should involve: a) the use of security architecture principles, such as “security by design”, “defense in depth”, “security by default”, “default deny”, “fail securely”, “distrust input from external applications”, “security in deployment”, “assume breach”, ""least privilege"", “usability and manageability” and “least functionality”; b) a security-oriented design review to help identify information security vulnerabilities, ensure security controls are specified and meet security requirements; c) documentation and formal acknowledgement of security controls that do not fully meet requirements (e.g. due to overriding safety requirements); d) hardening of systems. The organization should consider ""zero trust"" principles such as: a) assuming the organization’s information systems are already breached and thus not be reliant on network perimeter security alone; b) employing a “never trust and always verify” approach for access to information systems; c) ensuring that requests to information systems are encrypted end-to-end; d) verifying each request to an information system as if it originated from an open, external network, even if these requests originated internal to the organization (i.e. not automatically trusting anything inside or outside its perimeters); e) using ""least privilege"" and dynamic access control techniques (see 5.15, 5.18 and 8.2). This includes authenticating and authorizing requests for information or to systems based on contextual information such as authentication information (see 5.17), user identities (see 5.16), data about the user endpoint device, and data classification (see 5.12); f) always authenticating requesters and always validating authorization requests to information systems based on information including authentication information (see 5.17) and user identities (5.16), data about the user endpoint device, and data classification (see 5.12), for example enforcing strong authentication (e.g. multi-factor, see 8.5). The established security engineering principles should be applied, where applicable, to outsourced development of information systems through the contracts and other binding agreements between the organization and the supplier to whom the organization outsources. The organization should ensure that suppliers’ security engineering practices align with the organization’s needs. The security engineering principles and the established engineering procedures should be regularly reviewed to ensure that they are effectively contributing to enhanced standards of security within the engineering process. They should also be regularly reviewed to ensure that they remain up-to date in terms of combatting any new potential threats and in remaining applicable to advances in the technologies and solutions being applied.","Secure engineering principles can be applied to the design or configuration of a range of techniques, such as: — fault tolerance and other resilience techniques; — segregation (e.g. through virtualization or containerization); — tamper resistance. Secure virtualization techniques can be used to prevent interference between applications running on the same physical device. If a virtual instance of an application is compromised by an attacker, only that instance is affected. The attack has no effect on any other application or data. Tamper resistance techniques can be used to detect tampering of information containers, whether physical (e.g. a burglar alarm) or logical (e.g. a data file). A characteristic of such techniques is that there is a record of the attempt to tamper with the container. In addition, the control can prevent the successful extraction of data through its destruction (e.g. device memory can be deleted).",Preventive,Protect
A.8.28,8.28,Technological controls,Secure coding,Secure coding principles shall be applied to software development.,To ensure software is written securely thereby reducing the number of potential information security vulnerabilities in the software.,"General The organization should establish organization-wide processes to provide good governance for secure coding. A minimum secure baseline should be established and applied. Additionally, such processes and governance should be extended to cover software components from third parties and open source software. The organization should monitor real world threats and up-to-date advice and information on software vulnerabilities to guide the organization’s secure coding principles through continual improvement and learning. This can help with ensuring effective secure coding practices are implemented to combat the fast-changing threat landscape. Planning and before coding Secure coding principles should be used both for new developments and in reuse scenarios. These principles should be applied to development activities both within the organization and for products and services supplied by the organization to others. Planning and prerequisites before coding should include: a) organization-specific expectations and approved principles for secure coding to be used for both in-house and outsourced code developments; b) common and historical coding practices and defects that lead to information security vulnerabilities; c) configuring development tools, such as integrated development environments (IDE), to help enforce the creation of secure code; d) following guidance issued by the providers of development tools and execution environments as applicable; e) maintenance and use of updated development tools (e.g. compilers); f) qualification of developers in writing secure code; g) secure design and architecture, including threat modelling; h) secure coding standards and where relevant mandating their use; i) use of controlled environments for development. During coding Considerations during coding should include: a) secure coding practices specific to the programming languages and techniques being used; b) using secure programming techniques, such as pair programming, refactoring, peer review, security iterations and test-driven development; c) using structured programming techniques; d) documenting code and removing programming defects, which can allow information security vulnerabilities to be exploited; e) prohibiting the use of insecure design techniques (e.g. the use of hard-coded passwords, unapproved code samples and unauthenticated web services). Testing should be conducted during and after development (see 8.29). Static application security testing (SAST) processes can identify security vulnerabilities in software. Before software is made operational, the following should be evaluated: a) attack surface and the principle of least privilege; b) conducting an analysis of the most common programming errors and documenting that these have been mitigated. Review and maintenance After code has been made operational: a) updates should be securely packaged and deployed; b) reported information security vulnerabilities should be handled (see 8.8); c) errors and suspected attacks should be logged and logs regularly reviewed to make adjustments to the code as necessary; d) source code should be protected against unauthorized access and tampering (e.g. by using configuration management tools, which typically provide features such as access control and version control). If using external tools and libraries, the organization should consider: a) ensuring that external libraries are managed (e.g. by maintaining an inventory of libraries used and their versions) and regularly updated with release cycles; b) selection, authorization and reuse of well-vetted components, particularly authentication and cryptographic components; c) the license, security and history of external components; d) ensuring that software is maintainable, tracked and originates from proven, reputable sources; e) sufficiently long-term availability of development resources and artefacts. Where a software package needs to be modified the following points should be considered: a) the risk of built-in controls and integrity processes being compromised; b) whether to obtain the consent of the vendor; c) the possibility of obtaining the required changes from the vendor as standard program updates; d) the impact if the organization becomes responsible for the future maintenance of the software as a result of changes; e) compatibility with other software in use.","A guiding principle is to ensure security-relevant code is invoked when necessary and is tamper resistant. Programs installed from compiled binary code also have these properties but only for data held within the application. For interpreted languages, the concept only works when the code is executed on a server that is otherwise inaccessible by the users and processes that use it, and that its data is held in a similarly protected database. For example, the interpreted code can be run on a cloud service where access to the code itself requires administrator privileges. Such administrator access should be protected by security mechanisms such as just-in-time administration principles and strong authentication. If the application owner can access scripts by direct remote access to the server, so in principle can an attacker. Webservers should be configured to prevent directory browsing in such cases. Application code is best designed on the assumption that it is always subject to attack, through error or malicious action. In addition, critical applications can be designed to be tolerant of internal faults. For example, the output from a complex algorithm can be checked to ensure that it lies within safe bounds before the data is used in an application such as a safety or financial critical application. The code that performs the boundary checks is simple and therefore much easier to prove correctness. Some web applications are susceptible to a variety of vulnerabilities that are introduced by poor design and coding, such as database injection and cross-site scripting attacks. In these attacks, requests can be manipulated to abuse the webserver functionality. More information on ICT security evaluation can be found in the ISO/IEC 15408 series.",Preventive,Protect
