CWE ID,CWE Name,Weakness Abstraction,Status,Description,Extended Description,Related Weaknesses,Weakness Ordinalities,Applicable Platforms,Background Details,Alternate Terms,Modes Of Introduction,Common Consequences,Detection Methods,Potential Mitigations,Observed Examples,Functional Areas,Affected Resources,Taxonomy Mappings,Notes,Type
680,Integer Overflow to Buffer Overflow,Compound,Draft,"The product performs a calculation to determine how much memory to allocate, but an integer overflow can occur that causes less memory to be allocated than expected, leading to a buffer overflow.",,NATURE:StartsWith:CWE ID:190 VIEW ID:709:CHAIN ID:680 NATURE:ChildOf:CWE ID:190 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,#VALUE!,"SCOPE - Integrity SCOPE - Availability SCOPE - Confidentiality IMPACT - Modify Memory IMPACT - DoS -  Crash, Exit, or Restart IMPACT - Execute Unauthorized Code or Commands",,,"REFERENCE - CVE-2021-43537 DESCRIPTION - Chain: in a web browser, an unsigned 64-bit integer is forcibly cast to a 32-bit integer (CWE-681) and potentially leading to an integer overflow (CWE-190). If an integer overflow occurs, this can cause heap memory",,,TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:INT30-C:ENTRY NAME:Ensure that unsigned integer operations do not wrap:MAPPING FIT:Imprecise TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:INT32-C:ENTRY NAME:Ensure that operations on signed integers do not re,,Research Concept
644,Improper Neutralization of HTTP Headers for Scripting Syntax,Variant,Incomplete,"The product does not neutralize or incorrectly neutralizes web scripting syntax in HTTP headers that can be used by web browser components that can process raw headers, such as Flash.","An attacker may be able to conduct cross-site scripting and other attacks against users who have these components enabled. If a product does not neutralize user controlled data being placed in the header of an HTTP response coming from the server, the hea",NATURE:ChildOf:CWE ID:116 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined TECHNOLOGY CLASS:Web Based TECHNOLOGY PREVALENCE:Undetermined,,,PHASE - Implementation,SCOPE - Integrity SCOPE - Confidentiality SCOPE - Availability IMPACT - Execute Unauthorized Code or Commands NOTE - Run arbitrary code.  SCOPE - Confidentiality IMPACT - Read Application Data NOTE - Attackers may be able to obtain sensitive information.,,PHASE - Architecture and Design DESCRIPTION - Perform output validation in order to filter/escape/encode unsafe data that is being passed from the server in an HTTP response header.  PHASE - Architecture and Design DESCRIPTION - Disable script execution f,"REFERENCE - CVE-2006-3918 DESCRIPTION - Web server does not remove the Expect header from an HTTP request when it is reflected back in an error message, allowing a Flash SWF file to perform XSS attacks. LINK - https://www.cve.org/CVERecord?id=CVE-2006-391",,,TAXONOMY NAME - Software Fault Patterns:ENTRY ID:SFP24:ENTRY NAME:Tainted input to command::,,Research Concept
56,Path Equivalence: 'filedir*' (Wildcard),Variant,Incomplete,"The product accepts path input in the form of asterisk wildcard ('filedir*') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",,NATURE:ChildOf:CWE ID:41 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:155 VIEW ID:1000,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Implementation,SCOPE - Confidentiality SCOPE - Integrity IMPACT - Read Files or Directories IMPACT - Modify Files or Directories,,PHASE - Implementation STRATEGY - Input Validation DESCRIPTION - Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same inpu,REFERENCE - CVE-2004-0696 DESCRIPTION - List directories using desired path and * LINK - https://www.cve.org/CVERecord?id=CVE-2004-0696  REFERENCE - CVE-2002-0433 DESCRIPTION - List files in web server using *.ext LINK - https://www.cve.org/CVERecord?id=C,,,TAXONOMY NAME - PLOVER:ENTRY NAME:filedir* (asterisk / wildcard) TAXONOMY NAME - Software Fault Patterns:ENTRY ID:SFP16:ENTRY NAME:Path Traversal::,,Research Concept
794,Incomplete Filtering of Multiple Instances of Special Elements,Variant,Incomplete,"The product receives data from an upstream component, but does not filter all instances of a special element before sending it to a downstream component.",Incomplete filtering of this nature may be applied to: sequential elements (special elements that appear next to each other) or non-sequential elements (special elements that appear multiple times in different locations).,NATURE:ChildOf:CWE ID:792 VIEW ID:1000 ORDINAL:Primary,,,,,PHASE - Implementation: NOTE - REALIZATION: This weakness is caused during implementation of an architectural security tactic.,SCOPE - Integrity IMPACT - Unexpected State,,,,,,,,Research Concept
469,Use of Pointer Subtraction to Determine Size,Base,Draft,"The product subtracts one pointer from another in order to determine size, but this calculation can be incorrect if the pointers do not exist in the same memory chunk.",,NATURE:ChildOf:CWE ID:682 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE NAME:C LANGUAGE PREVALENCE:Undetermined LANGUAGE NAME:C++ LANGUAGE PREVALENCE:Undetermined,,,PHASE - Implementation,SCOPE - Access Control SCOPE - Integrity SCOPE - Confidentiality SCOPE - Availability IMPACT - Modify Memory IMPACT - Read Memory IMPACT - Execute Unauthorized Code or Commands IMPACT - Gain Privileges or Assume Identity NOTE - There is the potential for ,"METHOD - Fuzzing DESCRIPTION - Fuzz testing (fuzzing) is a powerful technique for generating large numbers of diverse inputs - either randomly or algorithmically - and dynamically invoking the code with those inputs. Even with random inputs, it is often c","PHASE - Implementation DESCRIPTION - Save an index variable. This is the recommended solution. Rather than subtract pointers from one another, use an index variable of the same size as the pointers in question. Use this variable to walk from one pointer t",,,,TAXONOMY NAME - CLASP:ENTRY NAME:Improper pointer subtraction TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:ARR36-C:ENTRY NAME:Do not subtract or compare two pointers that do not refer to the same array:MAPPING FIT:Exact TAXONOMY NAME - Software Fault Pat,,"Software Development,Research Concept"
358,Improperly Implemented Security Check for Standard,Base,Draft,"The product does not implement or incorrectly implements one or more security-relevant checks as specified by the design of a standardized algorithm, protocol, or technique.",,NATURE:ChildOf:CWE ID:573 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:693 VIEW ID:1000 NATURE:CanAlsoBe:CWE ID:345 VIEW ID:1000 NATURE:CanAlsoBe:CWE ID:290 VIEW ID:1000,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,"PHASE - Architecture and Design PHASE - Implementation: NOTE - This is an implementation error, in which the algorithm/technique requires certain security-related behaviors or conditions that are not implemented or checked properly, thus causing a vulnera",SCOPE - Access Control IMPACT - Bypass Protection Mechanism,,,"REFERENCE - CVE-2002-0862 DESCRIPTION - Browser does not verify Basic Constraints of a certificate, even though it is required, allowing spoofing of trusted certificates. LINK - https://www.cve.org/CVERecord?id=CVE-2002-0862  REFERENCE - CVE-2002-0970 DES",,,TAXONOMY NAME - PLOVER:ENTRY NAME:Improperly Implemented Security Check for Standard::,"TYPE - Relationship NOTE - This is a missing step error on the product side, which can overlap weaknesses such as insufficient verification and spoofing. It is frequently found in cryptographic and authentication errors. It is sometimes resultant.::","Software Development,Research Concept"
538,Insertion of Sensitive Information into Externally-Accessible File or Directory,Base,Draft,"The product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files, but not to the sensitive information.",,NATURE:ChildOf:CWE ID:200 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Implementation: NOTE - OMISSION: This weakness is caused by missing a security tactic during the architecture and design phase. PHASE - Operation: NOTE - OMISSION: This weakness is caused by missing a security tactic during the architecture and de,SCOPE - Confidentiality IMPACT - Read Files or Directories,"METHOD - Automated Static Analysis DESCRIPTION - Automated static analysis, commonly referred to as Static Application Security Testing (SAST), can find some instances of this weakness by analyzing source code (or binary/compiled code) without having to e",PHASE - Architecture and Design Operation System Configuration DESCRIPTION - Do not expose file and directory information to the user.,REFERENCE - CVE-2018-1999036 DESCRIPTION - SSH password for private key stored in build log LINK - https://www.cve.org/CVERecord?id=CVE-2018-1999036,,,,"TYPE - Maintenance NOTE - Depending on usage, this could be a weakness or a category. Further study of all its children is needed, and the entire sub-tree may need to be clarified. The current organization is based primarily on the exposure of sensitive i","Software Development,Research Concept"
689,Permission Race Condition During Resource Copy,Compound,Draft,"The product, while copying or cloning a resource, does not set the resource's permissions or access control until the copy is complete, leaving the resource exposed to other spheres while the copy is taking place.",,NATURE:ChildOf:CWE ID:362 VIEW ID:1000 ORDINAL:Primary NATURE:Requires:CWE ID:362 VIEW ID:1000 NATURE:Requires:CWE ID:732 VIEW ID:1000,: ORDINALITY:Primary::,LANGUAGE NAME:C LANGUAGE PREVALENCE:Undetermined LANGUAGE NAME:Perl LANGUAGE PREVALENCE:Undetermined,,,"PHASE - Implementation: NOTE - Common examples occur in file archive extraction, in which the product begins the extraction with insecure default permissions, then only sets the final permissions (as specified in the archive) once the copy is complete. Th",SCOPE - Confidentiality SCOPE - Integrity IMPACT - Read Application Data IMPACT - Modify Application Data,,,"REFERENCE - CVE-2002-0760 DESCRIPTION - Archive extractor decompresses files with world-readable permissions, then later sets permissions to what the archive specified. LINK - https://www.cve.org/CVERecord?id=CVE-2002-0760  REFERENCE - CVE-2005-2174 DESCR",,,,"TYPE - Research Gap NOTE - Under-studied. It seems likely that this weakness could occur in any situation in which a complex or large copy operation occurs, when the resource can be made available to other spheres as soon as it is created, but before its ",Research Concept
480,Use of Incorrect Operator,Base,Draft,"The product accidentally uses the wrong operator, which changes the logic in security-relevant ways.",These types of errors are generally the result of a typo by the programmer.,NATURE:ChildOf:CWE ID:670 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE NAME:C LANGUAGE PREVALENCE:Sometimes LANGUAGE NAME:C++ LANGUAGE PREVALENCE:Sometimes LANGUAGE NAME:Perl LANGUAGE PREVALENCE:Sometimes LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Implementation,SCOPE - Other IMPACT - Alter Execution Logic NOTE - This weakness can cause unintended logic to be executed and other unexpected application behavior.,"METHOD - Automated Static Analysis DESCRIPTION - This weakness can be found easily using static analysis. However in some cases an operator might appear to be incorrect, but is actually correct and reflects unusual logic within the program.  METHOD - Manu",,"REFERENCE - CVE-2022-3979 DESCRIPTION - Chain: data visualization program written in PHP uses the != operator instead of the type-strict !== operator (CWE-480) when validating hash values, potentially leading to an incorrect type conversion (CWE-704) LINK",,,TAXONOMY NAME - CLASP:ENTRY NAME:Using the wrong operator TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:EXP45-C:ENTRY NAME:Do not perform assignments in selection statements:MAPPING FIT:CWE More Abstract TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:EXP46,,"Software Development,Research Concept"
1243,Sensitive Non-Volatile Information Not Protected During Debug,Base,Incomplete,Access to security-sensitive information stored in fuses is not limited during debug.,"Several security-sensitive values are programmed into fuses to be used during early-boot flows or later at runtime. Examples of these security-sensitive values include root keys, encryption keys, manufacturing-specific information, chip-manufacturer-speci",NATURE:ChildOf:CWE ID:1263 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined OPERATING SYSTEM CLASS:Not OS-Specific OPERATING SYSTEM PREVALENCE:Undetermined ARCHITECTURE CLASS:Not Architecture-Specific:ARCHITECTURE PREVALENCE:Undetermined TECHNOLOGY CLASS:Not Te,,,PHASE - Architecture and Design PHASE - Implementation,SCOPE - Confidentiality SCOPE - Access Control IMPACT - Modify Memory IMPACT - Bypass Protection Mechanism,,PHASE - Architecture and Design Implementation DESCRIPTION - Disable access to security-sensitive information stored in fuses directly and also reflected from temporary storage locations when in debug mode.,,,,,,"Hardware Development,Research Concept"
51,Path Equivalence: '/multiple//internal/slash',Variant,Incomplete,"The product accepts path input in the form of multiple internal slash ('/multiple//internal/slash/') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or a",,NATURE:ChildOf:CWE ID:41 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Implementation,SCOPE - Confidentiality SCOPE - Integrity IMPACT - Read Files or Directories IMPACT - Modify Files or Directories,,PHASE - Implementation STRATEGY - Input Validation DESCRIPTION - Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same inpu,REFERENCE - CVE-2002-1483 DESCRIPTION - Read files with full pathname using multiple internal slash. LINK - https://www.cve.org/CVERecord?id=CVE-2002-1483,,,TAXONOMY NAME - PLOVER:ENTRY NAME:/multiple//internal/slash ('multiple internal slash') TAXONOMY NAME - Software Fault Patterns:ENTRY ID:SFP16:ENTRY NAME:Path Traversal::,,Research Concept
648,Incorrect Use of Privileged APIs,Base,Incomplete,The product does not conform to the API requirements for a function call that requires extra privileges. This could allow attackers to gain privileges by causing the function to be called incorrectly.,"When a product contains certain functions that perform operations requiring an elevated level of privilege, the caller of a privileged API must be careful to: ensure that assumptions made by the APIs are valid, such as validity of arguments account for kn",NATURE:ChildOf:CWE ID:269 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Architecture and Design PHASE - Implementation PHASE - Operation,SCOPE - Access Control IMPACT - Gain Privileges or Assume Identity NOTE - An attacker may be able to elevate privileges.  SCOPE - Confidentiality IMPACT - Read Application Data NOTE - An attacker may be able to obtain sensitive information.  SCOPE - Integ,,"PHASE - Implementation DESCRIPTION - Before calling privileged APIs, always ensure that the assumptions made by the privileged code hold true prior to making the call.  PHASE - Architecture and Design DESCRIPTION - Know architecture and implementation wea","REFERENCE - CVE-2003-0645 DESCRIPTION - A Unix utility that displays online help files, if installed setuid, could allow a local attacker to gain privileges when a particular file-opening function is called. LINK - https://www.cve.org/CVERecord?id=CVE-200",,,,,"Software Development,Research Concept"
1115,Source Code Element without Standard Prologue,Base,Incomplete,The source code contains elements such as source files that do not consistently provide a prologue or header that has been standardized for the project.,"The lack of a prologue can make it more difficult to accurately and quickly understand the associated code. Standard prologues or headers may contain information such as module name, version number, author, date, purpose, function, assumptions, limitation",NATURE:ChildOf:CWE ID:1078 VIEW ID:1000 ORDINAL:Primary,: ORDINALITY:Indirect::,,,,#VALUE!,#VALUE!,,,,,,,,"Software Development,Research Concept"
47,Path Equivalence: ' filename' (Leading Space),Variant,Incomplete,"The product accepts path input in the form of leading space (' filedir') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",,NATURE:ChildOf:CWE ID:41 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Implementation,SCOPE - Confidentiality SCOPE - Integrity IMPACT - Read Files or Directories IMPACT - Modify Files or Directories,,,,,,TAXONOMY NAME - PLOVER:ENTRY NAME:Leading Space - ' filedir' TAXONOMY NAME - Software Fault Patterns:ENTRY ID:SFP16:ENTRY NAME:Path Traversal::,,Research Concept
615,Inclusion of Sensitive Information in Source Code Comments,Variant,Incomplete,"While adding general comments is very useful, some programmers tend to leave important data, such as: filenames related to the web application, old links or links which were not meant to be browsed by users, old code fragments, etc.","An attacker who finds these comments can map the application's structure and files, expose hidden parts of the site, and study the fragments of code to reverse engineer the application, which may help develop further attacks against the site.",NATURE:ChildOf:CWE ID:540 VIEW ID:1000 ORDINAL:Primary NATURE:PeerOf:CWE ID:546 VIEW ID:1000 ORDINAL:Primary,,,,,PHASE - Implementation,SCOPE - Confidentiality IMPACT - Read Application Data,"METHOD - Automated Static Analysis DESCRIPTION - Automated static analysis, commonly referred to as Static Application Security Testing (SAST), can find some instances of this weakness by analyzing source code (or binary/compiled code) without having to e",PHASE - Distribution DESCRIPTION - Remove comments which have sensitive information about the design/implementation of the application. Some of the comments may be exposed to the user and affect the security posture of the application.,REFERENCE - CVE-2007-6197 DESCRIPTION - Version numbers and internal hostnames leaked in HTML comments. LINK - https://www.cve.org/CVERecord?id=CVE-2007-6197  REFERENCE - CVE-2007-4072 DESCRIPTION - CMS places full pathname of server in HTML comment. LINK,,,,,Research Concept
775,Missing Release of File Descriptor or Handle after Effective Lifetime,Variant,Incomplete,"The product does not release a file descriptor or handle after its effective lifetime has ended, i.e., after the file descriptor/handle is no longer needed.","When a file descriptor or handle is not released after use (typically by explicitly closing it), attackers can cause a denial of service by consuming all available file descriptors/handles, or otherwise preventing other system processes from obtaining the",NATURE:ChildOf:CWE ID:772 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:404 VIEW ID:1305 ORDINAL:Primary NATURE:ChildOf:CWE ID:404 VIEW ID:1340 ORDINAL:Primary,,,,,PHASE - Implementation,SCOPE - Availability IMPACT - DoS -  Resource Consumption (Other) NOTE - An attacker that can influence the allocation of resources that are not properly released could deplete the available resource pool and prevent all other processes from accessing the,,"PHASE - Operation Architecture and Design STRATEGY - Resource Limitation DESCRIPTION - Use resource-limiting settings provided by the operating system or environment. For example, when managing system resources in POSIX, setrlimit() can be used to set lim",REFERENCE - CVE-2007-0897 DESCRIPTION - Chain: anti-virus product encounters a malformed file but returns from a function without closing a file descriptor (CWE-775) leading to file descriptor consumption (CWE-400) and failed scans. LINK - https://www.cve,,,TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:FIO42-C:ENTRY NAME:Close files when they are no longer needed:MAPPING FIT:CWE More Abstract TAXONOMY NAME - Software Fault Patterns:ENTRY ID:SFP14:ENTRY NAME:Failure to Release Resource::,,Research Concept
1334,Unauthorized Error Injection Can Degrade Hardware Redundancy,Base,Draft,An unauthorized agent can inject errors into a redundant block to deprive the system of redundancy or put the system in a degraded operating mode.,"To ensure the performance and functional reliability of certain components, hardware designers can implement hardware blocks for redundancy in the case that others fail. This redundant block can be prevented from performing as intended if the design allow",NATURE:ChildOf:CWE ID:284 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined OPERATING SYSTEM CLASS:Not OS-Specific OPERATING SYSTEM PREVALENCE:Undetermined ARCHITECTURE CLASS:Not Architecture-Specific:ARCHITECTURE PREVALENCE:Undetermined TECHNOLOGY CLASS:Not Te,,,PHASE - Architecture and Design: NOTE - Such issues could be introduced during hardware architecture and design and identified later during Testing or System Configuration phases. PHASE - Implementation: NOTE - Such issues could be introduced during imple,"SCOPE - Integrity SCOPE - Availability IMPACT - DoS -  Crash, Exit, or Restart IMPACT - DoS -  Instability IMPACT - Quality Degradation IMPACT - DoS -  Resource Consumption (CPU) IMPACT - DoS -  Resource Consumption (Memory) IMPACT - DoS -  Resource Consu",,PHASE - Architecture and Design DESCRIPTION - Ensure the design does not allow error injection in modes intended for normal run-time operation. Provide access controls on interfaces for injecting errors.  PHASE - Implementation DESCRIPTION - Disallow erro,,,,,,"Hardware Development,Research Concept"
261,Weak Encoding for Password,Base,Incomplete,Obscuring a password with a trivial encoding does not protect the password.,"Password management issues occur when a password is stored in plaintext in an application's properties or configuration file. A programmer can attempt to remedy the password management problem by obscuring the password with an encoding function, such as b",NATURE:ChildOf:CWE ID:522 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Architecture and Design: NOTE - COMMISSION: This weakness refers to an incorrect design related to an architectural security tactic.,SCOPE - Access Control IMPACT - Gain Privileges or Assume Identity,"METHOD - Automated Static Analysis DESCRIPTION - Automated static analysis, commonly referred to as Static Application Security Testing (SAST), can find some instances of this weakness by analyzing source code (or binary/compiled code) without having to e",PHASE - DESCRIPTION - Passwords should be encrypted with keys that are at least 128 bits in length for adequate security.,,,,TAXONOMY NAME - 7 Pernicious Kingdoms:ENTRY NAME:Password Management: Weak Cryptography TAXONOMY NAME - OWASP Top Ten 2004:ENTRY ID:A8:ENTRY NAME:Insecure Storage:MAPPING FIT:CWE More Specific::,TYPE - Other NOTE - The crypt family of functions uses weak cryptographic algorithms and should be avoided. It may be present in some projects for compatibility.::,"Software Development,Research Concept"
295,Improper Certificate Validation,Base,Draft,"The product does not validate, or incorrectly validates, a certificate.","When a certificate is invalid or malicious, it might allow an attacker to spoof a trusted entity by interfering in the communication path between the host and client. The product might connect to a malicious host while believing it is a trusted host, or t",NATURE:ChildOf:CWE ID:287 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:287 VIEW ID:1003 ORDINAL:Primary NATURE:PeerOf:CWE ID:322 VIEW ID:1000,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined TECHNOLOGY CLASS:Mobile TECHNOLOGY PREVALENCE:Undetermined,A certificate is a token that associates an identity (principal) to a cryptographic key. Certificates can be used to check if a public key belongs to the assumed owner.,,"PHASE - Architecture and Design PHASE - Implementation: NOTE - REALIZATION: This weakness is caused during implementation of an architectural security tactic. PHASE - Implementation: NOTE - When the product uses certificate pinning, the developer might no",SCOPE - Integrity SCOPE - Authentication IMPACT - Bypass Protection Mechanism IMPACT - Gain Privileges or Assume Identity,"METHOD - Automated Static Analysis - Binary or Bytecode DESCRIPTION - According to SOAR, the following detection techniques may be useful  Cost effective for partial coverage  Bytecode Weakness Analysis - including disassembler + source code weakness anal",PHASE - Architecture and Design Implementation DESCRIPTION - Certificates should be carefully managed and checked to assure that data are encrypted with the intended owner's public key.  PHASE - Implementation DESCRIPTION - If certificate pinning is being,"REFERENCE - CVE-2019-12496 DESCRIPTION - A Go framework for robotics, drones, and IoT devices skips verification of root CA certificates by default. LINK - https://www.cve.org/CVERecord?id=CVE-2019-12496  REFERENCE - CVE-2014-1266 DESCRIPTION - chain: inc",,,TAXONOMY NAME - OWASP Top Ten 2004:ENTRY ID:A10:ENTRY NAME:Insecure Configuration Management:MAPPING FIT:CWE More Specific::,,"Software Development,Research Concept"
1089,Large Data Table with Excessive Number of Indices,Base,Incomplete,The product uses a large data table that contains an excessively large number of indices.,"This issue can make the product perform more slowly. If the relevant code is reachable by an attacker, then this performance problem might introduce a vulnerability. While the interpretation of large data table and excessively large number of indices may ",NATURE:ChildOf:CWE ID:405 VIEW ID:1000 ORDINAL:Primary,: ORDINALITY:Indirect::,,,,#VALUE!,SCOPE - Other IMPACT - Reduce Performance,,,,,,TAXONOMY NAME - OMG ASCPEM:ENTRY ID:ASCPEM-PRF-6::,,"Software Development,Research Concept"
617,Reachable Assertion,Base,Draft,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary.","While assertion is good for catching logic errors and reducing the chances of reaching more serious vulnerability conditions, it can still lead to a denial of service. For example, if a server handles multiple simultaneous connections, and an assert() occ",NATURE:ChildOf:CWE ID:670 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:670 VIEW ID:1003 ORDINAL:Primary,: ORDINALITY:Resultant::,,,TERM - assertion failure::,PHASE - Implementation,"SCOPE - Availability IMPACT - DoS -  Crash, Exit, or Restart NOTE - An attacker that can trigger an assert statement can still lead to a denial of service if the relevant code can be triggered by an attacker, and if the  SCOPE of the assert() extends beyo","METHOD - Automated Static Analysis DESCRIPTION - Automated static analysis, commonly referred to as Static Application Security Testing (SAST), can find some instances of this weakness by analyzing source code (or binary/compiled code) without having to e",PHASE - Implementation DESCRIPTION - Make sensitive open/close operation non reachable by directly user-controlled data (e.g. open/close resources)  PHASE - Implementation STRATEGY - Input Validation DESCRIPTION - Perform input validation on user data.,REFERENCE - CVE-2023-49286 DESCRIPTION - Chain: function in web caching proxy does not correctly check a return value (CWE-253) leading to a reachable assertion (CWE-617) LINK - https://www.cve.org/CVERecord?id=CVE-2023-49286  REFERENCE - CVE-2006-6767 DE,,,TAXONOMY NAME - The CERT Oracle Secure Coding Standard for Java (2011):ENTRY ID:MET01-J:ENTRY NAME:Never use assertions to validate method arguments TAXONOMY NAME - Software Fault Patterns:ENTRY ID:SFP3:ENTRY NAME:Use of an improper API::,,"Software Development,Research Concept"
144,Improper Neutralization of Line Delimiters,Variant,Draft,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as line delimiters when they are sent to a downstream component.","As data is parsed, an injected/absent/malformed delimiter may cause the process to take unexpected actions.",NATURE:ChildOf:CWE ID:140 VIEW ID:1000 ORDINAL:Primary NATURE:CanAlsoBe:CWE ID:93 VIEW ID:1000,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Implementation,SCOPE - Integrity IMPACT - Unexpected State,,"PHASE - DESCRIPTION - Developers should anticipate that line delimiters will be injected/removed/manipulated in the input vectors of their product. Use an appropriate combination of denylists and allowlists to ensure only valid, expected and appropriate i",REFERENCE - CVE-2002-0267 DESCRIPTION - Linebreak in field of PHP script allows admin privileges when written to data file. LINK - https://www.cve.org/CVERecord?id=CVE-2002-0267,,,TAXONOMY NAME - PLOVER:ENTRY NAME:Line Delimiter TAXONOMY NAME - The CERT Oracle Secure Coding Standard for Java (2011):ENTRY ID:IDS03-J:ENTRY NAME:Do not log unsanitized user input TAXONOMY NAME - Software Fault Patterns:ENTRY ID:SFP24:ENTRY NAME:Tainted,"TYPE - Relationship NOTE - Depending on the language and syntax being used, this could be the same as the record delimiter (CWE-143).::",Research Concept
599,Missing Validation of OpenSSL Certificate,Variant,Incomplete,The product uses OpenSSL and trusts or uses a certificate without using the SSL_get_verify_result() function to ensure that the certificate satisfies all necessary security requirements.,"This could allow an attacker to use an invalid certificate to claim to be a trusted host, use expired certificates, or conduct other attacks that could be detected if the certificate is properly validated.",NATURE:ChildOf:CWE ID:295 VIEW ID:1000 ORDINAL:Primary,,,,,PHASE - Implementation,"SCOPE - Confidentiality IMPACT - Read Application Data NOTE - The data read may not be properly secured, it might be viewed by an attacker.  SCOPE - Access Control IMPACT - Bypass Protection Mechanism IMPACT - Gain Privileges or Assume Identity NOTE - Tru",,PHASE - Architecture and Design DESCRIPTION - Ensure that proper authentication is included in the system design.  PHASE - Implementation DESCRIPTION - Understand and properly implement all checks necessary to ensure the identity of entities involved in e,,,,,"TYPE - Relationship NOTE - CWE-295 and CWE-599 are very similar, although CWE-599 has a more narrow scope that is only applied to OpenSSL certificates. As a result, other children of CWE-295 can be regarded as children of CWE-599 as well. CWE's use of one",Research Concept
923,Improper Restriction of Communication Channel to Intended Endpoints,Class,Incomplete,"The product establishes a communication channel to (or from) an endpoint for privileged or protected operations, but it does not properly ensure that it is communicating with the correct endpoint.","Attackers might be able to spoof the intended endpoint from a different system or process, thus gaining the same level of access as the intended endpoint. While this issue frequently involves authentication between network-based clients and servers, other",NATURE:ChildOf:CWE ID:284 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Architecture and Design: NOTE - REALIZATION: This weakness is caused during implementation of an architectural security tactic.,"SCOPE - Integrity SCOPE - Confidentiality IMPACT - Gain Privileges or Assume Identity NOTE - If an attacker can spoof the endpoint, the attacker gains all the privileges that were intended for the original endpoint.","METHOD - Automated Static Analysis DESCRIPTION - Automated static analysis, commonly referred to as Static Application Security Testing (SAST), can find some instances of this weakness by analyzing source code (or binary/compiled code) without having to e",,"REFERENCE - CVE-2022-30319 DESCRIPTION - S-bus functionality in a home automation product performs access control using an IP allowlist, which can be bypassed by a forged IP address. LINK - https://www.cve.org/CVERecord?id=CVE-2022-30319  REFERENCE - CVE-",,,,,Research Concept
